module,start,events,times
MST10020,40:27.0,"['FINISH', 'JOIN', 'START']","[898, 0, 0]"
MST20050,51:44.9,"['START', 'JOIN', 'FINISH']","[0, 0, 287]"
MATH20320,59:24.9,"['PAUSE', 'JOIN', 'START', 'TRANSFER', 'FINISH']","[1190, 0, 0, 60573, 60576]"
MATH10220,06:37.3,"['START', 'JOIN', 'FINISH', 'JOIN']","[0, 0, 264, 0]"
MST10020,22:27.4,"['START', 'JOIN', 'FINISH']","[0, 0, 400]"
MATH10350,28:17.2,"['FINISH', 'START', 'TRANSFER', 'PAUSE', 'JOIN']","[58854, 0, 58845, 618, 0]"
MST20050,29:58.9,"['FINISH', 'JOIN', 'START']","[285, 0, 0]"
STAT20060,39:09.1,"['TRANSFER', 'FINISH', 'PAUSE', 'START', 'JOIN']","[58205, 58207, 1655, 0, 0]"
MATH20320,42:01.7,"['JOIN', 'FINISH', 'START']","[0, 354, 0]"
MATH10350,04:42.7,"['FINISH', 'JOIN', 'START']","[876, 0, 0]"
MST20050,50:12.0,"['JOIN', 'START', 'FINISH']","[0, 0, 122]"
ECON20080,55:21.4,"['START', 'FINISH', 'JOIN']","[0, 32, 0]"
MATH10320,54:42.6,"['FINISH', 'JOIN', 'JOIN', 'PAUSE', 'JOIN', 'START']","[42, 0, 0, 11, 0, 0]"
STAT10060,54:54.8,"['PAUSE', 'FINISH', 'JOIN', 'START']","[349, 5333, 0, 0]"
MATH10220,55:47.4,"['JOIN', 'JOIN', 'START', 'JOIN', 'FINISH']","[0, 0, 0, 0, 791]"
MST20050,57:29.4,"['FINISH', 'JOIN', 'START']","[2117, 0, 0]"
MATH10220,01:20.0,"['START', 'FINISH', 'JOIN', 'PAUSE', 'TRANSFER']","[0, 4857, 0, 1924, 1957]"
MATH10350,09:18.1,"['PAUSE', 'FINISH', 'JOIN', 'START']","[3, 6011, 0, 0]"
STAT20100,10:06.1,"['FINISH', 'JOIN', 'START']","[422, 0, 0]"
MATH10350,18:00.0,"['JOIN', 'START', 'FINISH', 'PAUSE']","[0, 0, 5604, 303]"
STAT20100,33:44.7,"['START', 'FINISH', 'JOIN']","[0, 652, 0]"
MST10020,54:44.9,"['PAUSE', 'FINISH', 'JOIN', 'START']","[2622, 9645, 0, 0]"
MATH10260,00:38.5,"['FINISH', 'JOIN', 'PAUSE', 'PAUSE', 'TRANSFER', 'START']","[15357, 0, 3351, 1, 15353, 0]"
MST20050,08:37.6,"['PAUSE', 'FINISH', 'START', 'JOIN']","[2376, 2418, 0, 0]"
MATH10220,23:16.3,"['JOIN', 'FINISH', 'START', 'PAUSE']","[0, 1602, 0, 1096]"
MATH10350,33:01.9,"['PAUSE', 'PAUSE', 'START', 'PAUSE', 'PAUSE', 'JOIN', 'FINISH', 'TRANSFER', 'PAUSE']","[5562, 889, 0, 16276, 7361, 0, 16282, 943, 5552]"
MATH10350,53:08.9,"['TRANSFER', 'PAUSE', 'PAUSE', 'PAUSE', 'START', 'JOIN', 'FINISH', 'JOIN', 'PAUSE']","[992, 7, 71, 1670, 0, 0, 4502, 1666, 1020]"
MST10020,53:34.8,"['START', 'JOIN', 'FINISH', 'PAUSE', 'PAUSE', 'TRANSFER']","[0, 0, 6124, 2, 136, 6122]"
MATH10220,53:50.4,"['FINISH', 'JOIN', 'START', 'TRANSFER', 'PAUSE', 'PAUSE']","[14875, 0, 0, 14872, 2, 7422]"
MST20050,00:49.4,"['FINISH', 'JOIN', 'START', 'JOIN']","[6997, 0, 0, 0]"
MEEN10060,11:33.8,"['JOIN', 'FINISH', 'START']","[0, 470, 0]"
MST10020,27:43.1,"['JOIN', 'FINISH', 'START']","[0, 451, 0]"
MATH10350,35:46.7,"['FINISH', 'JOIN', 'START']","[1114, 0, 0]"
COMP30690,06:17.1,"['TRANSFER', 'JOIN', 'FINISH', 'PAUSE', 'START']","[20282, 0, 20284, 1747, 0]"
STAT10060,39:10.6,"['START', 'PAUSE', 'FINISH', 'JOIN']","[0, 808, 8582, 0]"
MST20050,57:52.6,"['FINISH', 'START', 'JOIN']","[1666, 0, 0]"
STAT20100,00:53.9,"['START', 'FINISH', 'JOIN']","[0, 262, 0]"
MEEN10060,05:36.9,"['START', 'PAUSE', 'JOIN', 'FINISH']","[0, 952, 0, 4452]"
MATH10320,21:51.6,"['JOIN', 'START', 'FINISH']","[0, 0, 502]"
MST20050,26:11.8,"['JOIN', 'FINISH', 'START']","[0, 3082, 0]"
STAT20060,30:51.8,"['FINISH', 'JOIN', 'PAUSE', 'JOIN', 'START', 'JOIN']","[287, 0, 212, 12, 0, 13]"
MST20050,36:12.2,"['FINISH', 'START', 'JOIN']","[2568, 0, 0]"
MST10020,55:17.3,"['JOIN', 'FINISH', 'START']","[0, 1093, 0]"
STAT20100,14:17.2,"['JOIN', 'START']","[0, 0]"
STAT20060,17:57.8,"['START', 'JOIN', 'FINISH']","[0, 0, 198]"
MATH10260,21:39.5,"['FINISH', 'JOIN', 'START', 'PAUSE', 'PAUSE']","[5682, 0, 0, 829, 1888]"
MATH10260,24:18.7,"['FINISH', 'JOIN', 'START', 'PAUSE']","[938, 0, 0, 875]"
MST10020,36:14.1,"['JOIN', 'PAUSE', 'START', 'TRANSFER', 'FINISH', 'PAUSE']","[0, 1748, 0, 11288, 11290, 1069]"
STAT10060,39:08.3,"['JOIN', 'PAUSE', 'FINISH', 'START']","[0, 404, 4628, 0]"
MATH00040,41:07.2,"['PAUSE', 'START', 'TRANSFER', 'FINISH', 'PAUSE', 'JOIN']","[3853, 0, 10998, 10999, 1755, 0]"
MATH00040,54:18.4,"['JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH', 'JOIN', 'JOIN', 'START']","[0, 530, 552, 0, 5105, 1199, 534, 0]"
MATH10260,04:10.6,"['TRANSFER', 'PAUSE', 'JOIN', 'FINISH', 'START']","[3936, 420, 0, 3940, 0]"
MATH00030,06:14.5,"['PAUSE', 'FINISH', 'TRANSFER', 'JOIN', 'START']","[3816, 9495, 9493, 0, 0]"
MST10020,21:31.3,"['FINISH', 'START', 'JOIN']","[1376, 0, 0]"
MATH10260,27:23.3,"['FINISH', 'PAUSE', 'JOIN', 'START']","[1139, 1044, 0, 0]"
STAT20060,27:56.0,"['PAUSE', 'START', 'JOIN', 'TRANSFER', 'FINISH']","[1675, 0, 0, 2400, 2501]"
STAT20060,44:52.0,"['JOIN', 'START', 'FINISH', 'JOIN']","[0, 0, 71, 4]"
MATH00040,53:25.8,"['FINISH', 'JOIN', 'START']","[88, 0, 0]"
STAT20060,04:33.8,"['PAUSE', 'JOIN', 'PAUSE', 'FINISH', 'TRANSFER', 'START']","[170, 0, 2710, 6000, 5999, 0]"
MST10020,06:15.8,"['JOIN', 'FINISH', 'START']","[0, 120, 0]"
MATH00040,10:09.7,"['FINISH', 'START', 'TRANSFER', 'JOIN', 'PAUSE']","[5662, 0, 5661, 0, 142]"
MATH10320,10:47.6,"['JOIN', 'JOIN', 'START', 'FINISH', 'LEAVE']","[7, 0, 0, 2328, 16]"
MST10010,35:42.3,"['FINISH', 'START', 'JOIN']","[149, 0, 0]"
MST10020,55:43.9,"['START', 'FINISH', 'JOIN']","[0, 42, 0]"
MST10020,56:41.9,"['FINISH', 'JOIN', 'START']","[141, 0, 0]"
STAT20110,18:52.8,"['LEAVE', 'FINISH', 'JOIN', 'START', 'JOIN']","[44, 150, 0, 0, 50]"
MATH10140,19:32.6,"['START', 'JOIN', 'FINISH', 'PAUSE']","[0, 0, 1483, 1]"
MST10020,36:46.2,"['START', 'JOIN', 'FINISH']","[0, 0, 226]"
MST10020,54:50.6,"['JOIN', 'START', 'FINISH', 'PAUSE', 'TRANSFER']","[0, 0, 2012, 416, 1921]"
MATH10240,57:39.7,"['JOIN', 'JOIN', 'FINISH', 'START', 'JOIN']","[0, 0, 1668, 0, 0]"
MATH10320,03:07.4,"['JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH', 'PAUSE', 'START']","[0, 0, 0, 0, 2935, 28, 0]"
MATH10260,20:08.3,"['PAUSE', 'FINISH', 'JOIN', 'START']","[4, 3511, 0, 0]"
STAT10060,20:34.6,"['JOIN', 'PAUSE', 'PAUSE', 'START', 'FINISH']","[0, 1883, 1871, 0, 2139]"
MST10020,29:07.0,"['FINISH', 'JOIN', 'PAUSE', 'START']","[1839, 0, 60, 0]"
MST10010,33:30.6,"['FINISH', 'JOIN', 'START']","[1449, 0, 0]"
MATH10260,53:00.9,"['JOIN', 'START', 'FINISH']","[0, 0, 2099]"
MEEN10060,57:36.7,"['START', 'JOIN', 'FINISH']","[0, 0, 1255]"
MATH10350,22:55.4,"['JOIN', 'START', 'FINISH', 'PAUSE']","[0, 0, 1428, 1361]"
MATH10260,29:57.1,"['JOIN', 'START', 'FINISH']","[0, 0, 7635]"
STAT20100,48:19.8,"['FINISH', 'JOIN', 'START']","[195, 0, 0]"
MEEN10060,08:15.2,"['JOIN', 'START', 'PAUSE', 'TRANSFER', 'FINISH']","[0, 0, 31, 10350, 10353]"
ECON10020,13:32.3,"['PAUSE', 'FINISH', 'JOIN', 'START']","[396, 1835, 0, 0]"
MATH00040,20:37.7,"['FINISH', 'PAUSE', 'JOIN', 'START', 'PAUSE', 'TRANSFER']","[14802, 97, 0, 0, 14705, 14689]"
MATH10250,22:46.7,"['FINISH', 'START', 'JOIN']","[24, 0, 0]"
MATH10260,23:29.7,"['FINISH', 'START', 'JOIN']","[1301, 0, 0]"
MATH10260,41:22.8,"['START', 'TRANSFER', 'JOIN', 'PAUSE', 'FINISH']","[0, 8614, 0, 152, 8616]"
STAT10060,34:23.1,"['START', 'FINISH', 'JOIN']","[0, 3340, 0]"
ACM10060,52:29.0,"['START', 'PAUSE', 'PAUSE', 'JOIN', 'TRANSFER', 'JOIN', 'FINISH']","[0, 15, 9174, 0, 9800, 0, 9806]"
MATH10240,53:01.2,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 2340, 4581]"
ACM10060,31:11.8,"['JOIN', 'TRANSFER', 'JOIN', 'JOIN', 'JOIN', 'PAUSE', 'JOIN', 'START', 'PAUSE', 'FINISH']","[0, 1215, 0, 0, 1219, 22, 0, 0, 1244, 6013]"
MATH10260,32:14.3,"['JOIN', 'FINISH', 'START', 'PAUSE']","[0, 2850, 0, 1379]"
MATH10260,32:46.4,"['JOIN', 'START', 'FINISH']","[0, 0, 481]"
MATH10260,41:05.9,"['FINISH', 'START', 'JOIN']","[607, 0, 0]"
MATH00040,52:26.0,"['JOIN', 'START', 'PAUSE', 'FINISH']","[0, 0, 481, 512]"
MATH10260,19:17.3,"['START', 'JOIN', 'FINISH']","[0, 0, 381]"
MATH10120,25:18.3,"['FINISH', 'JOIN', 'START']","[2330, 0, 0]"
MATH10260,25:53.8,"['FINISH', 'START', 'JOIN']","[1478, 0, 0]"
MATH10350,50:57.8,"['JOIN', 'FINISH', 'START']","[0, 782, 0]"
MATH10230,51:37.8,"['START', 'JOIN', 'FINISH']","[0, 0, 2087]"
MATH10260,04:11.0,"['FINISH', 'JOIN', 'START']","[419, 0, 0]"
MATH20260,11:38.8,"['JOIN', 'FINISH', 'START']","[0, 918, 0]"
ACM10060,20:36.2,"['TRANSFER', 'FINISH', 'PAUSE', 'START', 'JOIN']","[1960, 1962, 276, 0, 0]"
MATH00040,27:08.7,"['JOIN', 'START', 'PAUSE', 'FINISH', 'PAUSE']","[0, 0, 202, 3824, 780]"
ECON10020,30:09.2,"['JOIN', 'START', 'FINISH']","[0, 0, 575]"
MATH10350,32:46.3,"['START', 'FINISH', 'JOIN']","[0, 1663, 0]"
ACM10060,32:55.9,"['JOIN', 'PAUSE', 'JOIN', 'PAUSE', 'JOIN', 'FINISH', 'PAUSE', 'START']","[0, 41, 0, 1408, 0, 3427, 1555, 0]"
MATH10260,40:35.8,"['FINISH', 'JOIN', 'START']","[257, 0, 0]"
MATH10260,58:58.7,"['FINISH', 'JOIN', 'START']","[1429, 0, 0]"
ACM10060,00:36.0,"['JOIN', 'START', 'FINISH']","[0, 0, 104]"
MATH10260,25:28.2,"['FINISH', 'JOIN', 'START']","[1241, 0, 0]"
STAT20100,15:26.1,"['FINISH', 'JOIN', 'START']","[92, 0, 0]"
COMP30690,21:57.5,"['START', 'JOIN', 'FINISH', 'JOIN']","[0, 0, 66, 0]"
MATH10260,25:34.8,"['JOIN', 'JOIN', 'START', 'FINISH']","[0, 0, 0, 125]"
ACM10060,19:01.4,"['JOIN', 'START', 'JOIN', 'FINISH', 'PAUSE']","[0, 0, 0, 3795, 1230]"
ACM10060,40:54.6,"['FINISH', 'JOIN', 'PAUSE', 'START']","[4406, 0, 118, 0]"
ACM10060,43:39.9,"['JOIN', 'PAUSE', 'PAUSE', 'START', 'FINISH', 'PAUSE']","[0, 6875, 4256, 0, 7355, 6]"
MATH10260,44:21.8,"['PAUSE', 'FINISH', 'START', 'PAUSE', 'PAUSE', 'JOIN']","[1710, 7279, 0, 4068, 3, 0]"
ACM10060,45:02.7,"['START', 'PAUSE', 'JOIN', 'PAUSE', 'FINISH', 'PAUSE']","[0, 2018, 0, 314, 7248, 4308]"
MATH10350,49:00.5,"['FINISH', 'PAUSE', 'START', 'JOIN']","[1171, 432, 0, 0]"
MATH10260,51:00.3,"['PAUSE', 'JOIN', 'PAUSE', 'FINISH', 'START', 'PAUSE']","[1409, 0, 3, 6854, 0, 3856]"
MATH10260,51:21.9,"['PAUSE', 'JOIN', 'PAUSE', 'FINISH', 'START']","[427, 0, 6579, 6912, 0]"
MATH10260,08:49.3,"['FINISH', 'JOIN', 'START', 'PAUSE']","[6403, 0, 0, 766]"
MATH10260,21:56.5,"['FINISH', 'PAUSE', 'START', 'JOIN']","[1449, 1425, 0, 0]"
ACM10060,23:04.2,"['PAUSE', 'FINISH', 'JOIN', 'START']","[440, 4831, 0, 0]"
ACM10060,31:27.7,"['PAUSE', 'JOIN', 'FINISH', 'START']","[5, 0, 4414, 0]"
MATH10260,32:18.0,"['FINISH', 'START', 'JOIN']","[576, 0, 0]"
ACM10060,46:22.0,"['START', 'PAUSE', 'PAUSE', 'JOIN', 'FINISH']","[0, 494, 528, 0, 959]"
ACM10060,52:29.3,"['FINISH', 'START', 'JOIN', 'PAUSE']","[3250, 0, 0, 53]"
ACM10060,55:14.4,"['JOIN', 'START', 'FINISH', 'PAUSE']","[0, 0, 3620, 91]"
STAT20100,02:43.4,"['PAUSE', 'JOIN', 'PAUSE', 'PAUSE', 'FINISH', 'START']","[318, 0, 1292, 629, 3176, 0]"
ACM10060,05:00.2,"['PAUSE', 'FINISH', 'JOIN', 'START']","[33, 2468, 0, 0]"
ACM10060,21:02.9,"['FINISH', 'START', 'PAUSE', 'JOIN']","[2074, 0, 137, 0]"
ACM10060,37:49.0,"['PAUSE', 'JOIN', 'START', 'FINISH']","[14, 0, 0, 514]"
ACM10060,38:24.6,"['FINISH', 'PAUSE', 'START', 'JOIN']","[419, 24, 0, 0]"
MATH10320,50:41.0,"['START', 'PAUSE', 'JOIN', 'FINISH']","[0, 416, 0, 14578]"
STAT20100,58:03.5,"['START', 'TRANSFER', 'JOIN', 'FINISH', 'JOIN', 'PAUSE', 'JOIN', 'JOIN']","[0, 1825, 0, 6859, 0, 1785, 0, 0]"
MATH10320,28:45.3,"['START', 'FINISH', 'PAUSE', 'JOIN']","[0, 12315, 926, 0]"
STAT20100,45:04.7,"['JOIN', 'PAUSE', 'JOIN', 'JOIN', 'JOIN', 'START', 'FINISH']","[0, 652, 0, 0, 0, 0, 12377]"
ACM10060,08:35.5,"['START', 'FINISH', 'JOIN']","[0, 1058, 0]"
PHYC10160,26:45.8,"['START', 'JOIN', 'FINISH']","[0, 0, 1701]"
ACM20060,53:11.0,"['START', 'JOIN', 'FINISH']","[0, 0, 3235]"
MATH10320,56:18.4,"['FINISH', 'PAUSE', 'JOIN', 'START', 'JOIN', 'JOIN']","[7121, 1558, 0, 0, 0, 0]"
ACM10060,23:12.9,"['FINISH', 'PAUSE', 'JOIN', 'START']","[6076, 635, 0, 0]"
MATH20260,39:43.8,"['START', 'FINISH', 'PAUSE', 'JOIN']","[0, 5270, 465, 0]"
ACM10060,57:31.1,"['START', 'JOIN', 'FINISH']","[0, 0, 2005]"
STAT20100,08:59.1,"['PAUSE', 'PAUSE', 'START', 'FINISH', 'JOIN']","[2092, 3529, 0, 3560, 0]"
ACM10060,44:36.5,"['START', 'FINISH', 'JOIN', 'PAUSE']","[0, 1341, 0, 437]"
MST10020,52:01.2,"['PAUSE', 'JOIN', 'START', 'FINISH']","[9, 0, 0, 9920]"
MATH10140,52:32.4,"['START', 'FINISH', 'JOIN']","[0, 978, 0]"
STAT20100,09:27.3,"['PAUSE', 'START', 'FINISH', 'JOIN', 'JOIN']","[7752, 0, 8824, 26, 0]"
MATH10120,48:52.8,"['PAUSE', 'JOIN', 'START', 'FINISH', 'PAUSE']","[1539, 0, 0, 3944, 2676]"
ACM10060,56:46.6,"['START', 'JOIN', 'FINISH', 'PAUSE']","[0, 0, 2512, 54]"
PHYC10080,06:43.3,"['START', 'PAUSE', 'FINISH', 'PAUSE', 'JOIN']","[0, 1906, 8436, 6343, 0]"
ACC10040,33:59.4,"['FINISH', 'START', 'JOIN']","[686, 0, 0]"
MATH00040,50:21.0,"['TRANSFER', 'JOIN', 'JOIN', 'START', 'PAUSE', 'JOIN', 'JOIN', 'JOIN', 'FINISH', 'JOIN']","[209, 658, 215, 0, 42, 217, 0, 1248, 5678, 674]"
MATH20140,18:49.3,"['FINISH', 'START', 'JOIN']","[65, 0, 0]"
ACM10060,18:55.4,"['JOIN', 'START', 'FINISH']","[0, 0, 990]"
MATH20180,52:41.3,"['START', 'JOIN', 'JOIN', 'FINISH', 'PAUSE']","[0, 0, 0, 4302, 43]"
MATH20320,55:38.7,"['JOIN', 'START', 'FINISH']","[0, 0, 929]"
STAT10060,01:43.3,"['START', 'JOIN', 'FINISH']","[0, 0, 1900]"
MATH20260,18:49.2,"['FINISH', 'START', 'JOIN']","[1388, 0, 0]"
COMP30690,31:30.3,"['FINISH', 'JOIN', 'JOIN', 'START']","[1966, 0, 0, 0]"
MATH10350,33:56.0,"['FINISH', 'START', 'JOIN']","[1041, 0, 0]"
ACM10060,42:15.2,"['FINISH', 'JOIN', 'JOIN', 'JOIN', 'TRANSFER', 'PAUSE', 'START']","[1376, 3, 0, 3, 1333, 258, 0]"
MATH10030,51:50.5,"['FINISH', 'JOIN', 'START', 'PAUSE']","[225, 0, 0, 79]"
ACM10060,56:29.6,"['START', 'JOIN', 'FINISH']","[0, 0, 374]"
MATH10350,51:44.2,"['START', 'PAUSE', 'JOIN', 'PAUSE', 'TRANSFER', 'JOIN', 'JOIN', 'TRANSFER', 'PAUSE', 'PAUSE', 'FINISH', 'JOIN']","[0, 2827, 0, 3102, 5982, 0, 0, 2967, 2639, 1874, 6301, 0]"
STAT20100,51:55.6,"['FINISH', 'START', 'JOIN']","[3156, 0, 0]"
COMP20110,37:39.7,"['FINISH', 'START', 'JOIN']","[36, 0, 0]"
MATH10030,47:23.7,"['PAUSE', 'START', 'TRANSFER', 'FINISH', 'JOIN']","[1896, 0, 2360, 3668, 0]"
PHYC10150,48:35.1,"['FINISH', 'JOIN', 'START', 'PAUSE']","[2542, 0, 0, 1735]"
MIS20010,17:42.9,"['JOIN', 'START', 'FINISH']","[0, 0, 561]"
STAT20100,19:11.2,"['JOIN', 'TRANSFER', 'PAUSE', 'FINISH', 'START']","[0, 1514, 1364, 3489, 0]"
STAT20100,07:20.4,"['JOIN', 'START', 'FINISH']","[0, 0, 536]"
STAT20100,08:28.0,"['START', 'FINISH', 'JOIN']","[0, 4364, 0]"
MATH10030,41:16.0,"['JOIN', 'START', 'PAUSE', 'PAUSE', 'FINISH']","[0, 0, 5880, 1761, 8065]"
STAT20100,12:33.7,"['JOIN', 'START', 'FINISH']","[0, 0, 3706]"
PHYC10160,14:47.6,"['PAUSE', 'PAUSE', 'START', 'FINISH', 'JOIN']","[2, 23, 0, 4307, 0]"
STAT20100,25:18.8,"['START', 'JOIN', 'FINISH']","[0, 0, 1788]"
MEEN20030,27:10.9,"['JOIN', 'START']","[0, 0]"
PHYC10160,56:45.9,"['PAUSE', 'JOIN', 'JOIN', 'START', 'JOIN', 'FINISH', 'TRANSFER', 'JOIN']","[63, 0, 0, 0, 0, 20912, 20889, 0]"
MATH10260,57:58.0,"['START', 'FINISH', 'JOIN']","[0, 488, 0]"
MATH10310,02:11.3,"['FINISH', 'JOIN', 'START']","[949, 0, 0]"
SBUS10050,48:13.5,"['FINISH', 'PAUSE', 'PAUSE', 'PAUSE', 'PAUSE', 'TRANSFER', 'JOIN', 'START']","[13002, 11298, 11204, 3423, 11147, 10351, 0, 0]"
ECON20100,47:42.9,"['PAUSE', 'JOIN', 'JOIN', 'START', 'FINISH', 'TRANSFER']","[2, 0, 0, 0, 6779, 6742]"
CHEN20070,48:20.9,"['START', 'FINISH', 'JOIN', 'PAUSE']","[0, 9402, 0, 4034]"
STAT20100,09:18.6,"['FINISH', 'JOIN', 'START']","[1828, 0, 0]"
MATH10260,44:27.9,"['JOIN', 'FINISH', 'START']","[0, 1008, 0]"
STAT20100,55:47.1,"['JOIN', 'FINISH', 'START', 'PAUSE']","[0, 5361, 0, 5161]"
MATH10350,04:56.5,"['FINISH', 'PAUSE', 'JOIN', 'START', 'TRANSFER']","[1916, 2, 0, 0, 1819]"
PHYC10160,54:11.9,"['START', 'PAUSE', 'JOIN', 'FINISH']","[0, 12, 0, 10849]"
STAT20100,56:43.1,"['START', 'PAUSE', 'TRANSFER', 'FINISH', 'PAUSE', 'JOIN']","[0, 5711, 5687, 6893, 1492, 0]"
MATH10260,06:28.8,"['START', 'FINISH', 'JOIN']","[0, 27, 0]"
PHYC10160,29:08.4,"['START', 'FINISH', 'JOIN', 'TRANSFER', 'PAUSE', 'PAUSE']","[0, 8619, 0, 7798, 3667, 6260]"
MEEN20030,34:09.5,"['PAUSE', 'FINISH', 'JOIN', 'TRANSFER', 'START']","[8064, 13177, 0, 13174, 0]"
MATH00030,06:26.8,"['JOIN', 'PAUSE', 'FINISH', 'PAUSE', 'START']","[0, 1, 2816, 917, 0]"
MATH00040,11:03.6,"['TRANSFER', 'FINISH', 'PAUSE', 'START', 'JOIN', 'JOIN', 'JOIN', 'JOIN']","[63, 4331, 8, 0, 1667, 3, 4, 0]"
MATH10350,34:47.9,"['TRANSFER', 'JOIN', 'FINISH', 'START', 'PAUSE', 'JOIN', 'JOIN']","[5943, 8, 5982, 0, 11, 6, 0]"
STAT20100,51:20.2,"['START', 'JOIN', 'FINISH']","[0, 0, 1618]"
MATH10320,17:48.7,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 29]"
MATH10310,19:07.5,"['JOIN', 'START', 'JOIN', 'FINISH']","[0, 0, 0, 22]"
STAT10050,25:29.4,"['PAUSE', 'FINISH', 'START', 'JOIN']","[1494, 5489, 0, 0]"
MEEN20030,54:40.0,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 30, 3744]"
PHYC10160,55:28.3,"['PAUSE', 'FINISH', 'JOIN', 'JOIN', 'START']","[30, 3701, 0, 0, 0]"
MATH10310,09:28.3,"['FINISH', 'START', 'JOIN']","[9995, 0, 0]"
BSEN20060,12:10.4,"['START', 'FINISH', 'JOIN']","[0, 207, 0]"
MATH10340,15:52.9,"['JOIN', 'FINISH', 'START']","[0, 1976, 0]"
MATH10220,17:40.9,"['JOIN', 'START', 'FINISH']","[0, 0, 2350]"
MATH10240,30:03.7,"['JOIN', 'FINISH', 'START']","[0, 827, 0]"
PHYC10080,49:28.2,"['FINISH', 'START', 'JOIN']","[1482, 0, 0]"
MATH10320,13:29.9,"['PAUSE', 'START', 'FINISH', 'JOIN', 'JOIN', 'JOIN']","[842, 0, 4887, 0, 0, 0]"
MATH10350,36:47.3,"['START', 'JOIN', 'PAUSE', 'FINISH', 'TRANSFER', 'PAUSE']","[0, 0, 513, 7074, 7071, 215]"
MST10020,48:15.8,"['JOIN', 'FINISH', 'START']","[0, 2772, 0]"
MATH10290,59:43.6,"['PAUSE', 'FINISH', 'START', 'JOIN', 'PAUSE']","[523, 1455, 0, 0, 1360]"
MATH20320,28:02.1,"['FINISH', 'JOIN', 'START']","[722, 0, 0]"
ECON10020,52:19.5,"['JOIN', 'START', 'FINISH']","[0, 0, 737]"
MATH10260,17:31.6,"['PAUSE', 'PAUSE', 'FINISH', 'START', 'JOIN']","[215, 48, 4677, 0, 0]"
MST20050,18:43.1,"['PAUSE', 'JOIN', 'START', 'PAUSE', 'FINISH']","[1602, 0, 0, 39, 1792]"
MST20050,08:19.9,"['FINISH', 'JOIN', 'START']","[1724, 0, 0]"
MATH10320,52:45.7,"['JOIN', 'START', 'PAUSE', 'JOIN', 'FINISH']","[0, 0, 892, 0, 14297]"
MIS20010,03:38.5,"['JOIN', 'START', 'FINISH']","[0, 0, 73]"
MATH10260,08:23.8,"['FINISH', 'START', 'PAUSE', 'JOIN', 'JOIN', 'JOIN']","[2240, 0, 25, 0, 0, 0]"
PHYC5001R,43:59.7,"['JOIN', 'LEAVE', 'FINISH', 'START']","[0, 570, 574, 0]"
MST10030,51:14.2,"['START', 'PAUSE', 'PAUSE', 'FINISH', 'JOIN']","[0, 2014, 7296, 7353, 0]"
STAT20060,04:40.2,"['PAUSE', 'FINISH', 'JOIN', 'START']","[5, 3245, 0, 0]"
MIS20010,38:14.0,"['PAUSE', 'JOIN', 'START', 'PAUSE', 'FINISH']","[3469, 0, 0, 7971, 8198]"
MATH10320,06:45.8,"['START', 'FINISH', 'PAUSE', 'JOIN']","[0, 1919, 22, 0]"
MATH10320,12:58.2,"['FINISH', 'JOIN', 'START']","[2978, 0, 0]"
MATH10260,36:19.7,"['START', 'PAUSE', 'JOIN', 'FINISH', 'PAUSE']","[0, 4488, 0, 4869, 165]"
MATH10260,39:26.5,"['JOIN', 'START', 'FINISH']","[0, 0, 4378]"
MST10020,56:29.5,"['FINISH', 'JOIN', 'START', 'PAUSE']","[3281, 0, 0, 1594]"
MATH10120,23:39.2,"['PAUSE', 'JOIN', 'FINISH', 'START', 'JOIN', 'PAUSE', 'JOIN']","[1610, 0, 2059, 0, 0, 1733, 0]"
STAT20060,52:51.5,"['FINISH', 'JOIN', 'START', 'PAUSE']","[3589, 0, 0, 3]"
MATH10260,53:10.6,"['FINISH', 'PAUSE', 'START', 'JOIN']","[264, 175, 0, 0]"
STAT20100,56:22.0,"['START', 'FINISH', 'JOIN', 'PAUSE']","[0, 3302, 0, 11]"
MATH10290,37:28.9,"['START', 'FINISH', 'JOIN']","[0, 796, 0]"
MATH10310,47:45.0,"['JOIN', 'START', 'FINISH']","[0, 0, 3229]"
COMP30690,09:11.3,"['START', 'JOIN', 'JOIN', 'JOIN', 'FINISH']","[0, 217, 216, 0, 1211]"
MIS20010,15:05.2,"['START', 'JOIN', 'TRANSFER', 'FINISH', 'PAUSE', 'PAUSE']","[0, 0, 1836, 9274, 1832, 5605]"
STAT20060,46:59.9,"['FINISH', 'PAUSE', 'PAUSE', 'JOIN', 'START', 'JOIN']","[2434, 2056, 142, 0, 0, 0]"
MIS20010,50:06.0,"['JOIN', 'FINISH', 'START']","[0, 1301, 0]"
MATH00040,01:46.5,"['JOIN', 'JOIN', 'JOIN', 'START', 'JOIN', 'FINISH', 'JOIN']","[217, 0, 0, 0, 366, 4996, 1094]"
MST20050,31:55.8,"['START', 'FINISH', 'JOIN']","[0, 413, 0]"
MATH10120,33:58.6,"['JOIN', 'START', 'FINISH']","[0, 0, 2053]"
MATH10310,53:33.4,"['PAUSE', 'JOIN', 'START', 'PAUSE', 'TRANSFER', 'FINISH']","[3001, 0, 0, 21, 3370, 3416]"
