module,start,events,times
STAT10060,53:58.7,"['FINISH', 'JOIN', 'JOIN', 'START']","[8318, 0, 0, 0]"
MATH10030,11:57.5,"['JOIN', 'FINISH', 'START']","[0, 2857, 0]"
MATH10320,56:17.2,"['START', 'PAUSE', 'FINISH', 'JOIN', 'JOIN']","[0, 1969, 12850, 0, 0]"
MEEN10050,00:27.2,"['PAUSE', 'START', 'JOIN', 'FINISH', 'TRANSFER', 'JOIN']","[17, 0, 0, 10118, 10116, 0]"
MATH10340,01:03.1,"['FINISH', 'JOIN', 'START']","[939, 0, 0]"
MATH10350,29:29.6,"['START', 'PAUSE', 'JOIN', 'FINISH']","[0, 1076, 0, 10950]"
MST20050,48:00.6,"['FINISH', 'JOIN', 'PAUSE', 'START']","[9757, 0, 6651, 0]"
PHYC10160,53:20.0,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 4, 2627]"
MATH00040,58:12.0,"['JOIN', 'PAUSE', 'TRANSFER', 'PAUSE', 'PAUSE', 'PAUSE', 'PAUSE', 'FINISH', 'TRANSFER', 'START', 'TRANSFER', 'PAUSE']","[0, 3, 10027, 9096, 6756, 8946, 6648, 10030, 9059, 0, 6754, 3069]"
MATH10120,52:14.2,"['JOIN', 'FINISH', 'JOIN', 'PAUSE', 'START']","[386, 2562, 0, 380, 0]"
MATH10350,35:16.4,"['PAUSE', 'PAUSE', 'TRANSFER', 'FINISH', 'START', 'JOIN']","[927, 819, 925, 3117, 0, 0]"
ACM20060,52:54.2,"['FINISH', 'JOIN', 'START', 'PAUSE']","[6561, 0, 0, 2054]"
MATH10220,58:17.0,"['FINISH', 'JOIN', 'START']","[2864, 0, 0]"
ACM20060,32:49.1,"['JOIN', 'JOIN', 'FINISH', 'START']","[0, 0, 4065, 0]"
MATH10350,10:10.0,"['FINISH', 'JOIN', 'START', 'PAUSE']","[1236, 0, 0, 1174]"
MATH10320,00:23.0,"['START', 'PAUSE', 'JOIN', 'FINISH']","[0, 2620, 0, 3227]"
MATH10260,50:39.7,"['JOIN', 'PAUSE', 'START', 'FINISH']","[0, 734, 0, 4008]"
MATH10350,14:18.2,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 1823]"
MATH10350,50:41.9,"['FINISH', 'JOIN', 'START']","[1102, 0, 0]"
MATH10350,53:46.1,"['FINISH', 'JOIN', 'START']","[1182, 0, 0]"
STAT20100,10:39.5,"['START', 'JOIN', 'FINISH']","[0, 0, 539]"
MST20050,49:02.3,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 5316]"
STAT20100,50:46.7,"['START', 'FINISH', 'JOIN']","[0, 68, 0]"
MEEN10050,30:43.7,"['PAUSE', 'PAUSE', 'START', 'FINISH', 'JOIN', 'JOIN']","[30, 7, 0, 5235, 0, 12]"
STAT20060,13:52.9,"['JOIN', 'FINISH', 'START']","[0, 1887, 0]"
MATH10320,21:16.1,"['FINISH', 'START', 'JOIN']","[3443, 0, 0]"
MST10020,46:17.9,"['JOIN', 'PAUSE', 'PAUSE', 'FINISH', 'START']","[0, 474, 651, 765, 0]"
MST10020,46:22.2,"['FINISH', 'JOIN', 'START', 'PAUSE']","[3547, 0, 0, 995]"
MATH10220,54:35.9,"['FINISH', 'PAUSE', 'JOIN', 'PAUSE', 'START']","[149, 3, 0, 18, 0]"
STAT20060,01:23.8,"['PAUSE', 'FINISH', 'PAUSE', 'PAUSE', 'TRANSFER', 'TRANSFER', 'JOIN', 'START']","[1178, 80737, 4615, 1, 80734, 119, 0, 0]"
ACM10060,01:43.2,"['START', 'FINISH', 'JOIN']","[0, 535, 0]"
MATH10220,42:16.5,"['FINISH', 'START', 'PAUSE', 'JOIN', 'PAUSE', 'JOIN']","[8912, 0, 43, 0, 8880, 42]"
STAT20100,26:07.9,"['JOIN', 'START', 'FINISH']","[0, 0, 3967]"
MATH20260,02:19.0,"['FINISH', 'PAUSE', 'START', 'JOIN']","[7433, 2133, 0, 0]"
MATH10220,49:29.1,"['JOIN', 'FINISH', 'START']","[0, 2179, 0]"
STAT20100,50:57.7,"['PAUSE', 'FINISH', 'JOIN', 'START']","[1193, 1261, 0, 0]"
MATH00040,51:22.1,"['JOIN', 'START', 'JOIN', 'JOIN', 'FINISH']","[1211, 0, 0, 1184, 5081]"
STAT20100,03:12.0,"['TRANSFER', 'FINISH', 'PAUSE', 'START', 'JOIN']","[5370, 5439, 1, 0, 0]"
STAT20100,35:55.0,"['JOIN', 'START', 'FINISH']","[0, 0, 857]"
MATH10220,08:47.4,"['PAUSE', 'START', 'FINISH', 'PAUSE', 'PAUSE', 'TRANSFER', 'JOIN']","[713, 0, 2403, 1733, 434, 2335, 0]"
STAT20100,10:46.3,"['JOIN', 'START', 'FINISH']","[0, 0, 35]"
MST10030,13:19.5,"['JOIN', 'START', 'FINISH']","[0, 0, 514]"
MATH10320,43:42.2,"['FINISH', 'JOIN', 'START']","[368, 0, 0]"
MATH10320,21:25.9,"['START', 'FINISH', 'JOIN']","[0, 72, 0]"
MST20050,29:51.6,"['JOIN', 'FINISH', 'START']","[0, 76, 0]"
MATH10350,54:06.5,"['FINISH', 'JOIN', 'START', 'PAUSE']","[1331, 0, 0, 518]"
STAT10060,54:17.2,"['JOIN', 'PAUSE', 'START', 'PAUSE', 'FINISH', 'TRANSFER', 'PAUSE', 'PAUSE', 'PAUSE']","[0, 5496, 0, 5806, 15267, 15263, 1774, 2070, 7360]"
MATH10350,55:11.7,"['FINISH', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'START']","[6097, 0, 0, 0, 0, 0]"
MST10030,16:29.9,"['FINISH', 'START', 'JOIN']","[121, 0, 0]"
ECON20010,18:46.7,"['FINISH', 'JOIN', 'START']","[902, 0, 0]"
ECON10030,29:14.1,"['JOIN', 'TRANSFER', 'JOIN', 'START', 'PAUSE', 'TRANSFER', 'PAUSE', 'FINISH', 'PAUSE', 'PAUSE']","[0, 3441, 5, 0, 3179, 3715, 3443, 6024, 3451, 4431]"
ECON10030,34:49.2,"['PAUSE', 'PAUSE', 'FINISH', 'TRANSFER', 'JOIN', 'START']","[2, 3122, 4070, 3120, 0, 0]"
MATH20260,46:57.7,"['FINISH', 'START', 'JOIN']","[973, 0, 0]"
STAT20100,09:10.8,"['FINISH', 'JOIN', 'START']","[1732, 0, 0]"
ECON10030,17:51.5,"['JOIN', 'START', 'FINISH']","[0, 0, 518]"
MATH20260,30:45.0,"['JOIN', 'PAUSE', 'START', 'TRANSFER', 'FINISH']","[0, 2, 0, 9472, 9473]"
MST20050,45:42.2,"['JOIN', 'FINISH', 'START', 'JOIN']","[0, 4217, 0, 0]"
STAT20100,57:34.9,"['TRANSFER', 'PAUSE', 'TRANSFER', 'FINISH', 'PAUSE', 'JOIN', 'START', 'PAUSE', 'PAUSE', 'TRANSFER']","[23617, 7249, 7122, 23636, 7455, 0, 0, 259, 9108, 8284]"
MEEN10050,18:22.3,"['JOIN', 'START', 'FINISH', 'TRANSFER', 'JOIN', 'PAUSE']","[0, 0, 6628, 6624, 0, 587]"
MST10030,11:07.5,"['JOIN', 'FINISH', 'START']","[0, 1288, 0]"
STAT20100,19:33.3,"['FINISH', 'JOIN', 'START']","[2002, 0, 0]"
MATH20260,53:01.8,"['FINISH', 'JOIN', 'PAUSE', 'START', 'PAUSE']","[7165, 0, 932, 0, 2886]"
CHEN20070,00:18.3,"['START', 'FINISH', 'PAUSE', 'JOIN', 'TRANSFER', 'JOIN']","[0, 16238, 81, 0, 15745, 5]"
MATH20260,10:08.5,"['START', 'PAUSE', 'JOIN', 'FINISH']","[0, 2, 0, 1865]"
STAT20100,16:04.8,"['START', 'FINISH', 'JOIN']","[0, 492, 0]"
MATH00040,32:45.9,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 2395, 2401]"
MATH10220,53:44.1,"['PAUSE', 'JOIN', 'FINISH', 'JOIN', 'START']","[780, 0, 2889, 0, 0]"
STAT20100,20:15.9,"['FINISH', 'PAUSE', 'JOIN', 'START']","[1301, 238, 0, 0]"
MATH10350,22:07.7,"['START', 'FINISH', 'JOIN']","[0, 2273, 0]"
STAT20100,31:00.0,"['START', 'FINISH', 'JOIN']","[0, 648, 0]"
MATH00030,00:20.3,"['JOIN', 'PAUSE', 'START', 'FINISH', 'PAUSE']","[0, 1275, 0, 2788, 110]"
STAT20100,20:13.1,"['TRANSFER', 'START', 'PAUSE', 'JOIN', 'FINISH']","[4282, 0, 82, 0, 4310]"
MATH20320,22:03.2,"['START', 'JOIN', 'FINISH']","[0, 0, 2695]"
EEEN20030,54:02.4,"['FINISH', 'START', 'JOIN']","[27, 0, 0]"
STAT20100,48:24.6,"['START', 'JOIN', 'FINISH', 'PAUSE']","[0, 0, 3762, 1886]"
MATH10310,50:04.9,"['FINISH', 'START', 'JOIN', 'JOIN', 'PAUSE']","[10721, 0, 0, 0, 2]"
ACM20050,55:38.8,"['FINISH', 'JOIN', 'START', 'PAUSE']","[10350, 0, 0, 4770]"
MIS20010,59:04.6,"['PAUSE', 'START', 'FINISH', 'TRANSFER', 'JOIN']","[347, 0, 3389, 3277, 0]"
MATH20320,20:54.0,"['FINISH', 'START', 'PAUSE', 'JOIN']","[1916, 0, 1127, 0]"
FIN4021D,46:52.1,"['FINISH', 'JOIN', 'START']","[1789, 0, 0]"
CHEN20070,56:40.9,"['TRANSFER', 'PAUSE', 'JOIN', 'START', 'FINISH']","[22115, 1756, 0, 0, 22126]"
STAT20100,56:52.9,"['TRANSFER', 'JOIN', 'PAUSE', 'START', 'FINISH', 'PAUSE']","[22121, 0, 2369, 0, 22127, 1201]"
MATH20320,16:40.3,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 0, 760]"
CHEN20070,35:05.2,"['PAUSE', 'START', 'PAUSE', 'FINISH', 'PAUSE', 'JOIN']","[996, 0, 11694, 15377, 4476, 0]"
COMP20030,37:12.2,"['PAUSE', 'FINISH', 'JOIN', 'START']","[2895, 17713, 0, 0]"
MATH20260,52:08.5,"['PAUSE', 'FINISH', 'START', 'JOIN']","[2534, 3484, 0, 0]"
MATH10220,53:12.0,"['FINISH', 'JOIN', 'TRANSFER', 'TRANSFER', 'START', 'PAUSE', 'PAUSE']","[18766, 0, 18753, 1953, 0, 4, 3186]"
ECON20010,13:14.5,"['JOIN', 'FINISH', 'START']","[0, 1860, 0]"
PHYC10160,34:53.8,"['START', 'PAUSE', 'JOIN', 'JOIN', 'FINISH']","[0, 370, 0, 378, 646]"
STAT20100,51:24.9,"['TRANSFER', 'PAUSE', 'FINISH', 'JOIN', 'START']","[15280, 1512, 15288, 0, 0]"
MST20050,02:23.0,"['FINISH', 'PAUSE', 'JOIN', 'JOIN', 'START']","[2297, 2059, 0, 0, 0]"
MST10030,16:55.7,"['PAUSE', 'START', 'JOIN', 'FINISH']","[620, 0, 0, 690]"
MST10030,31:18.7,"['START', 'TRANSFER', 'PAUSE', 'JOIN', 'FINISH']","[0, 12899, 3046, 0, 12904]"
STAT20100,41:05.4,"['PAUSE', 'JOIN', 'START', 'PAUSE', 'TRANSFER', 'FINISH']","[2006, 0, 0, 868, 999, 7002]"
MST10030,14:48.7,"['JOIN', 'FINISH', 'PAUSE', 'START']","[0, 4903, 121, 0]"
COMP20110,17:14.5,"['START', 'JOIN', 'PAUSE', 'FINISH', 'PAUSE']","[0, 0, 1503, 4915, 4688]"
MATH10220,22:29.6,"['PAUSE', 'START', 'JOIN', 'FINISH', 'PAUSE', 'TRANSFER']","[933, 0, 0, 9843, 889, 9839]"
ECON20010,30:46.0,"['START', 'PAUSE', 'JOIN', 'FINISH']","[0, 700, 0, 1000]"
STAT20100,38:28.3,"['JOIN', 'START', 'FINISH']","[0, 0, 1478]"
MATH10350,42:56.5,"['JOIN', 'FINISH', 'START']","[0, 3134, 0]"
MATH10140,50:39.8,"['FINISH', 'JOIN', 'START']","[1277, 0, 0]"
MATH00030,11:37.6,"['START', 'FINISH', 'JOIN', 'PAUSE', 'PAUSE']","[0, 3251, 0, 2, 1684]"
MST10030,20:51.5,"['JOIN', 'FINISH', 'START']","[0, 1370, 0]"
MATH10350,39:34.3,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 2049, 2108]"
MATH00030,39:52.8,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 1, 1560]"
STAT20100,40:59.5,"['START', 'FINISH', 'JOIN', 'PAUSE', 'PAUSE']","[0, 3869, 0, 3861, 579]"
MATH10350,44:08.0,"['JOIN', 'FINISH', 'START']","[0, 376, 0]"
MST10030,50:54.9,"['FINISH', 'JOIN', 'START', 'JOIN']","[2464, 0, 0, 0]"
CVEN20040,52:23.8,"['START', 'JOIN', 'FINISH']","[0, 0, 2333]"
ENVB20050,52:46.2,"['PAUSE', 'START', 'JOIN', 'PAUSE', 'FINISH']","[327, 0, 0, 1766, 2858]"
MATH00040,53:33.4,"['JOIN', 'JOIN', 'FINISH', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'PAUSE', 'START']","[0, 754, 4997, 759, 3176, 2189, 0, 3150, 0]"
MATH00040,37:22.5,"['START', 'TRANSFER', 'PAUSE', 'FINISH', 'JOIN']","[0, 528, 1, 540, 0]"
MATH10220,48:10.6,"['PAUSE', 'START', 'FINISH', 'JOIN', 'PAUSE', 'TRANSFER']","[1333, 0, 2829, 0, 675, 692]"
MATH10220,56:00.6,"['FINISH', 'JOIN', 'START', 'JOIN']","[265, 0, 0, 5]"
MATH10310,02:15.2,"['START', 'FINISH', 'JOIN']","[0, 2063, 0]"
MATH10350,03:06.1,"['FINISH', 'START', 'PAUSE', 'JOIN']","[2463, 0, 1, 0]"
MATH10220,56:10.2,"['JOIN', 'FINISH', 'PAUSE', 'PAUSE', 'START']","[0, 15248, 1873, 10672, 0]"
STAT20060,58:32.2,"['START', 'FINISH', 'JOIN', 'JOIN']","[0, 798, 0, 0]"
MATH10220,12:31.0,"['JOIN', 'FINISH', 'START']","[0, 934, 0]"
STAT10060,27:48.0,"['PAUSE', 'JOIN', 'FINISH', 'START']","[696, 0, 1953, 0]"
ECON20010,28:34.1,"['START', 'JOIN', 'FINISH']","[0, 0, 758]"
PHYC10160,39:56.1,"['PAUSE', 'JOIN', 'START', 'FINISH', 'PAUSE']","[21, 0, 0, 3980, 1294]"
MATH10310,44:35.0,"['FINISH', 'JOIN', 'START']","[1459, 0, 0]"
MATH10220,53:26.8,"['JOIN', 'JOIN', 'FINISH', 'START']","[0, 0, 6717, 0]"
ACC10040,55:03.6,"['START', 'JOIN', 'JOIN', 'FINISH']","[0, 0, 4, 3843]"
MATH10350,10:42.1,"['FINISH', 'JOIN', 'START']","[1230, 0, 0]"
MST20050,46:25.5,"['FINISH', 'JOIN', 'JOIN', 'START']","[893, 0, 0, 0]"
STAT20100,01:40.6,"['JOIN', 'PAUSE', 'START', 'FINISH']","[0, 105, 0, 3130]"
MATH10220,10:07.8,"['FINISH', 'PAUSE', 'START', 'PAUSE', 'JOIN']","[7207, 17, 0, 2630, 0]"
MATH10310,24:20.4,"['FINISH', 'START', 'JOIN']","[1766, 0, 0]"
STAT10060,27:03.2,"['JOIN', 'PAUSE', 'START', 'FINISH', 'PAUSE', 'PAUSE', 'TRANSFER']","[0, 1840, 0, 6199, 58, 1844, 1837]"
MATH10350,47:30.6,"['START', 'JOIN', 'FINISH']","[0, 0, 198]"
MATH10350,47:58.1,"['JOIN', 'FINISH', 'START', 'JOIN']","[0, 4295, 0, 0]"
STAT10060,54:23.7,"['FINISH', 'JOIN', 'START']","[193, 0, 0]"
MATH10320,59:12.2,"['START', 'JOIN', 'FINISH', 'PAUSE']","[0, 0, 4275, 557]"
ECON20010,12:07.8,"['START', 'JOIN', 'FINISH']","[0, 0, 1346]"
MATH10350,12:08.1,"['TRANSFER', 'PAUSE', 'FINISH', 'START', 'JOIN']","[8740, 2702, 8742, 0, 0]"
STAT40830,17:00.5,"['JOIN', 'START', 'FINISH', 'PAUSE']","[0, 0, 129, 23]"
STAT40830,23:52.8,"['JOIN', 'FINISH', 'START']","[0, 644, 0]"
STAT20060,57:26.9,"['PAUSE', 'FINISH', 'TRANSFER', 'PAUSE', 'JOIN', 'START', 'PAUSE']","[148, 6686, 6028, 6283, 0, 0, 6231]"
MATH10230,23:26.1,"['FINISH', 'JOIN', 'START']","[1663, 0, 0]"
ECON20010,30:42.3,"['START', 'PAUSE', 'FINISH', 'JOIN', 'TRANSFER']","[0, 163, 8323, 0, 8320]"
STAT20100,34:07.6,"['JOIN', 'START', 'JOIN', 'FINISH', 'PAUSE']","[0, 0, 0, 4230, 3]"
PHYC10150,57:18.9,"['JOIN', 'PAUSE', 'JOIN', 'FINISH', 'START']","[0, 24, 0, 5036, 0]"
STAT20100,58:44.1,"['PAUSE', 'JOIN', 'FINISH', 'START']","[2, 0, 4954, 0]"
STAT10060,59:26.1,"['JOIN', 'START', 'PAUSE', 'FINISH', 'JOIN']","[0, 0, 20, 4917, 0]"
MATH10320,00:10.9,"['JOIN', 'START', 'FINISH']","[0, 0, 1975]"
MATH10320,04:54.9,"['FINISH', 'START', 'JOIN']","[974, 0, 0]"
STAT20100,08:07.9,"['FINISH', 'JOIN', 'START']","[949, 0, 0]"
MST20050,08:25.6,"['PAUSE', 'START', 'JOIN', 'FINISH']","[1232, 0, 0, 4515]"
MATH10350,24:54.9,"['START', 'PAUSE', 'FINISH', 'JOIN']","[0, 1141, 1480, 0]"
MATH10350,10:41.1,"['JOIN', 'START', 'FINISH']","[0, 0, 3104]"
MATH10210,25:29.2,"['JOIN', 'PAUSE', 'START', 'TRANSFER', 'PAUSE', 'FINISH']","[0, 1221, 0, 1390, 630, 1429]"
STAT20100,36:28.6,"['JOIN', 'FINISH', 'START']","[0, 323, 0]"
STAT20100,06:43.7,"['JOIN', 'START', 'FINISH']","[0, 0, 54]"
STAT20060,29:41.3,"['START', 'JOIN', 'FINISH']","[0, 0, 84]"
MATH10350,32:52.5,"['START', 'JOIN', 'PAUSE', 'FINISH', 'PAUSE']","[0, 0, 562, 7983, 4144]"
MATH10320,42:42.5,"['PAUSE', 'JOIN', 'FINISH', 'START']","[2825, 0, 7354, 0]"
MATH10310,45:16.6,"['FINISH', 'JOIN', 'PAUSE', 'START', 'PAUSE']","[7432, 0, 1308, 0, 4348]"
MATH10310,15:33.3,"['START', 'PAUSE', 'FINISH', 'JOIN']","[0, 2099, 2419, 0]"
MATH10320,47:38.8,"['PAUSE', 'PAUSE', 'START', 'FINISH', 'JOIN']","[3338, 1775, 0, 3574, 0]"
STAT20100,52:25.7,"['FINISH', 'START', 'PAUSE', 'JOIN', 'JOIN']","[3316, 0, 2, 0, 0]"
MATH10320,58:05.6,"['PAUSE', 'FINISH', 'JOIN', 'START']","[1001, 3054, 0, 0]"
STAT20060,15:13.1,"['JOIN', 'PAUSE', 'START', 'FINISH']","[0, 1135, 0, 1922]"
PHYC10080,17:38.8,"['PAUSE', 'FINISH', 'JOIN', 'START']","[1107, 1746, 0, 0]"
MATH10290,45:43.9,"['START', 'JOIN', 'FINISH']","[0, 0, 6177]"
MATH10350,02:10.3,"['PAUSE', 'JOIN', 'START', 'FINISH']","[1266, 0, 0, 3226]"
SBUS10050,23:16.4,"['FINISH', 'JOIN', 'START']","[2664, 0, 0]"
MATH10320,54:45.9,"['JOIN', 'START', 'PAUSE', 'FINISH']","[0, 0, 7, 83]"
MST20050,58:24.1,"['PAUSE', 'FINISH', 'JOIN', 'START', 'JOIN']","[248, 366, 0, 0, 0]"
MEEN10060,06:14.2,"['FINISH', 'JOIN', 'START']","[1441, 0, 0]"
MATH10260,08:17.3,"['JOIN', 'START', 'FINISH']","[0, 0, 2507]"
COMP10130,19:51.5,"['JOIN', 'START', 'FINISH']","[0, 0, 162]"
MATH10320,31:14.4,"['JOIN', 'FINISH', 'START', 'PAUSE']","[0, 5397, 0, 2]"
MATH10220,50:58.6,"['PAUSE', 'FINISH', 'JOIN', 'START']","[3531, 16244, 0, 0]"
MATH10120,02:35.3,"['FINISH', 'JOIN', 'START']","[2412, 0, 0]"
MST20050,43:06.7,"['START', 'FINISH', 'TRANSFER', 'PAUSE', 'JOIN']","[0, 92194, 92188, 37, 0]"
MATH10220,44:09.9,"['FINISH', 'JOIN', 'START']","[2391, 0, 0]"
MATH20320,03:23.8,"['FINISH', 'JOIN', 'START']","[2844, 0, 0]"
MATH10120,34:26.7,"['JOIN', 'START', 'FINISH']","[0, 0, 678]"
STAT20060,46:20.6,"['JOIN', 'START', 'JOIN', 'PAUSE', 'JOIN', 'FINISH', 'JOIN']","[0, 0, 0, 1744, 0, 7918, 0]"
MATH10260,52:28.7,"['START', 'JOIN', 'FINISH']","[0, 0, 652]"
MATH20320,04:26.5,"['START', 'JOIN', 'FINISH']","[0, 0, 1719]"
MATH10120,15:56.9,"['START', 'JOIN', 'FINISH', 'JOIN', 'PAUSE']","[0, 88, 2342, 0, 3]"
MATH10320,33:46.3,"['JOIN', 'START', 'FINISH', 'PAUSE']","[0, 0, 7505, 6124]"
MATH20290,54:33.2,"['JOIN', 'PAUSE', 'FINISH', 'START']","[0, 31, 1269, 0]"
ECON30160,55:26.2,"['FINISH', 'START', 'JOIN']","[498, 0, 0]"
ACM10060,04:16.6,"['START', 'JOIN', 'FINISH']","[0, 0, 1036]"
STAT20060,16:33.8,"['START', 'JOIN', 'FINISH', 'TRANSFER', 'PAUSE']","[0, 0, 4952, 4946, 74]"
CHEN20070,18:58.2,"['JOIN', 'START', 'JOIN', 'JOIN', 'JOIN', 'PAUSE', 'PAUSE', 'JOIN', 'FINISH']","[0, 0, 0, 0, 0, 6785, 4697, 0, 7428]"
STAT20060,22:13.7,"['JOIN', 'START', 'FINISH']","[0, 0, 21]"
MATH10260,22:49.8,"['JOIN', 'START', 'FINISH']","[0, 0, 384]"
MATH10350,29:47.3,"['START', 'PAUSE', 'FINISH', 'JOIN']","[0, 1118, 3791, 0]"
PHYC20060,58:46.7,"['START', 'JOIN', 'FINISH']","[0, 0, 1262]"
MATH10350,59:36.8,"['START', 'FINISH', 'JOIN']","[0, 770, 0]"
MATH10260,13:16.0,"['FINISH', 'JOIN', 'START']","[822, 0, 0]"
MATH10220,22:15.9,"['PAUSE', 'TRANSFER', 'START', 'FINISH', 'JOIN']","[45, 559, 0, 3934, 0]"
MATH10260,24:41.7,"['JOIN', 'FINISH', 'START']","[0, 128, 0]"
STAT20060,28:13.9,"['START', 'TRANSFER', 'JOIN', 'PAUSE', 'FINISH']","[0, 244, 0, 22, 570]"
MST20050,33:11.9,"['PAUSE', 'START', 'JOIN', 'FINISH']","[1443, 0, 0, 1542]"
MATH10120,39:42.4,"['START', 'FINISH', 'JOIN']","[0, 1402, 0]"
CVEN20040,46:33.9,"['JOIN', 'START', 'FINISH']","[0, 0, 92]"
MEEN20030,48:37.4,"['START', 'FINISH', 'JOIN']","[0, 1283, 0]"
MATH10350,02:00.0,"['START', 'FINISH', 'PAUSE', 'JOIN']","[0, 3895, 5, 0]"
MATH10220,21:10.3,"['START', 'FINISH', 'JOIN']","[0, 339, 0]"
CVEN20040,32:38.3,"['JOIN', 'START', 'FINISH', 'PAUSE']","[0, 0, 2053, 31]"
MATH10220,37:37.0,"['JOIN', 'FINISH', 'START']","[0, 1344, 0]"
MATH10350,22:33.0,"['START', 'JOIN', 'FINISH']","[0, 0, 67]"
MATH10210,56:03.7,"['FINISH', 'JOIN', 'START']","[269, 0, 0]"
MATH10120,54:43.0,"['PAUSE', 'FINISH', 'JOIN', 'START']","[473, 4426, 0, 0]"
MATH10220,55:26.7,"['TRANSFER', 'JOIN', 'TRANSFER', 'PAUSE', 'PAUSE', 'START', 'FINISH', 'PAUSE', 'PAUSE']","[86001, 0, 25272, 6815, 25305, 0, 86009, 2989, 10925]"
MATH10350,55:53.3,"['JOIN', 'JOIN', 'FINISH', 'JOIN', 'START', 'PAUSE', 'JOIN', 'JOIN', 'JOIN', 'TRANSFER', 'PAUSE']","[9, 0, 6466, 5, 0, 4367, 7, 13, 11, 4364, 2948]"
MATH10320,02:49.9,"['START', 'FINISH', 'JOIN']","[0, 2501, 0]"
MATH10220,45:26.8,"['PAUSE', 'JOIN', 'PAUSE', 'FINISH', 'PAUSE', 'START', 'TRANSFER', 'TRANSFER']","[3, 0, 7707, 83000, 21268, 0, 18582, 82998]"
MST10020,46:10.6,"['JOIN', 'PAUSE', 'START', 'FINISH']","[0, 2081, 0, 3335]"
SBUS10050,47:46.5,"['PAUSE', 'START', 'JOIN', 'FINISH', 'PAUSE']","[2381, 0, 0, 4343, 1829]"
MATH10220,57:47.4,"['JOIN', 'PAUSE', 'PAUSE', 'FINISH', 'PAUSE', 'TRANSFER', 'START', 'TRANSFER']","[0, 12090, 300, 82256, 14, 82255, 0, 8680]"
ECON10020,03:08.8,"['PAUSE', 'FINISH', 'START', 'JOIN']","[2268, 2274, 0, 0]"
MATH10220,18:43.5,"['PAUSE', 'FINISH', 'PAUSE', 'TRANSFER', 'TRANSFER', 'PAUSE', 'START', 'PAUSE', 'JOIN']","[5498, 80994, 1725, 146, 80993, 78, 0, 431, 0]"
STAT20060,20:34.5,"['FINISH', 'JOIN', 'TRANSFER', 'PAUSE', 'JOIN', 'PAUSE', 'START']","[80865, 0, 80863, 4409, 5, 335, 0]"
MATH10120,27:49.3,"['PAUSE', 'JOIN', 'START', 'FINISH', 'PAUSE', 'TRANSFER']","[1113, 0, 0, 80434, 4063, 80432]"
CHEN20070,41:31.8,"['PAUSE', 'START', 'FINISH', 'JOIN']","[2403, 0, 3813, 0]"
CHEM20070,44:34.2,"['FINISH', 'JOIN', 'START']","[580, 0, 0]"
MATH10220,48:18.0,"['FINISH', 'PAUSE', 'JOIN', 'PAUSE', 'START']","[2810, 477, 0, 603, 0]"
MATH10220,16:00.8,"['START', 'JOIN', 'TRANSFER', 'FINISH', 'PAUSE']","[0, 0, 77526, 77534, 594]"
MATH10260,21:52.4,"['START', 'TRANSFER', 'FINISH', 'JOIN', 'PAUSE']","[0, 77199, 77201, 0, 1364]"
SCI00020,34:40.8,"['FINISH', 'JOIN', 'START']","[2697, 0, 0]"
MATH10350,35:57.9,"['FINISH', 'START', 'JOIN', 'TRANSFER', 'PAUSE']","[76349, 0, 0, 76347, 401]"
ECON10020,47:10.1,"['START', 'JOIN', 'FINISH']","[0, 0, 1263]"
MATH10030,51:40.4,"['JOIN', 'FINISH', 'START']","[0, 1248, 0]"
MEEN10060,52:06.7,"['JOIN', 'FINISH', 'START', 'PAUSE']","[0, 6149, 0, 1048]"
MATH10350,56:11.4,"['PAUSE', 'JOIN', 'FINISH', 'START', 'TRANSFER', 'JOIN']","[11, 0, 71549, 0, 71548, 6]"
MEEN10060,57:56.8,"['TRANSFER', 'FINISH', 'JOIN', 'START', 'PAUSE']","[6470, 6472, 0, 0, 109]"
COMP30690,00:23.9,"['START', 'PAUSE', 'TRANSFER', 'JOIN', 'FINISH']","[0, 622, 633, 0, 5642]"
MATH00040,11:22.0,"['JOIN', 'START', 'FINISH']","[0, 0, 1867]"
CVEN20040,14:13.2,"['JOIN', 'PAUSE', 'JOIN', 'START', 'FINISH']","[0, 630, 0, 0, 1457]"
MATH10220,34:35.3,"['JOIN', 'START', 'FINISH']","[0, 0, 171]"
MATH10350,04:29.2,"['START', 'JOIN', 'FINISH']","[0, 0, 763]"
MATH10350,21:44.2,"['JOIN', 'FINISH', 'START']","[0, 886, 0]"
STAT20060,25:29.1,"['JOIN', 'FINISH', 'START']","[0, 1200, 0]"
MST20050,37:59.3,"['START', 'JOIN', 'PAUSE', 'FINISH']","[0, 0, 3104, 4414]"
MST20050,46:29.2,"['START', 'JOIN', 'FINISH']","[0, 0, 468]"
MATH10350,29:51.7,"['FINISH', 'START', 'JOIN']","[1213, 0, 0]"
