times,year,month,date,academic_year,semester,week,weekday,hour,events,subject,student_level,number_of_tutors,duration_s,duration_m
"[2, 13200, 0, 3015, 4793, 0, 2031]",2017,4,19,2016/2017,2,10,3,10,"['PAUSE', 'FINISH', 'JOIN', 'PAUSE', 'PAUSE', 'START', 'PAUSE']",CHEN,2,3,13200,220
"[4890, 4795, 0, 3161, 0, 0, 13074, 0, 3349, 662, 4806]",2017,4,19,2016/2017,2,10,3,10,"['PAUSE', 'TRANSFER', 'START', 'PAUSE', 'JOIN', 'JOIN', 'FINISH', 'JOIN', 'PAUSE', 'PAUSE', 'JOIN']",STAT,2,3,8279,137
"[629, 1909, 4884, 0, 0, 6348]",2017,4,19,2016/2017,2,10,3,11,"['PAUSE', 'PAUSE', 'PAUSE', 'JOIN', 'START', 'FINISH']",MATH,1,4,6348,105
"[0, 49, 0, 3174]",2017,4,19,2016/2017,2,10,3,11,"['JOIN', 'PAUSE', 'START', 'FINISH']",STAT,2,4,3174,52
"[9724, 0, 2, 15135, 9716, 0, 10689]",2017,4,19,2016/2017,2,10,3,11,"['PAUSE', 'START', 'PAUSE', 'FINISH', 'TRANSFER', 'JOIN', 'PAUSE']",MATH,1,4,5419,90
"[0, 1875, 0]",2017,4,19,2016/2017,2,10,3,11,"['JOIN', 'FINISH', 'START']",MST,1,4,1875,31
"[1812, 1358, 0, 0]",2017,4,19,2016/2017,2,10,3,11,"['FINISH', 'PAUSE', 'JOIN', 'START']",ACM,1,4,1812,30
"[527, 13716, 6506, 0, 0, 15765]",2017,4,19,2016/2017,2,10,3,12,"['PAUSE', 'PAUSE', 'PAUSE', 'JOIN', 'START', 'FINISH']",ACM,1,5,15765,262
"[0, 5650, 1637, 0]",2017,4,19,2016/2017,2,10,3,12,"['START', 'FINISH', 'PAUSE', 'JOIN']",POL,2,5,5650,94
"[0, 0, 3543, 3803]",2017,4,19,2016/2017,2,10,3,13,"['JOIN', 'START', 'PAUSE', 'FINISH']",ACM,1,3,3803,63
"[0, 27, 0]",2017,4,19,2016/2017,2,10,3,13,"['START', 'FINISH', 'JOIN']",MATH,1,3,27,0
"[0, 6015, 4427, 0, 2013, 4424, 5, 6099, 4425, 4426, 4436, 5940, 5884]",2017,4,19,2016/2017,2,10,3,13,"['START', 'PAUSE', 'JOIN', 'JOIN', 'PAUSE', 'JOIN', 'JOIN', 'FINISH', 'JOIN', 'JOIN', 'PAUSE', 'PAUSE', 'TRANSFER']",STAT,2,3,215,3
"[0, 390, 0, 5816, 1335]",2017,4,19,2016/2017,2,10,3,14,"['START', 'PAUSE', 'JOIN', 'FINISH', 'PAUSE']",MATH,1,3,5816,96
"[0, 0, 2322]",2017,4,19,2016/2017,2,10,3,14,"['START', 'JOIN', 'FINISH']",STAT,2,3,2322,38
"[585, 4823, 4636, 4680, 0, 0]",2017,4,19,2016/2017,2,10,3,14,"['PAUSE', 'FINISH', 'PAUSE', 'PAUSE', 'START', 'JOIN']",ACM,1,3,4823,80
"[1, 0, 0, 381, 3938]",2017,4,19,2016/2017,2,10,3,14,"['PAUSE', 'JOIN', 'START', 'PAUSE', 'FINISH']",MATH,1,3,3938,65
"[0, 0, 0, 265, 8271, 6128, 8376]",2017,4,19,2016/2017,2,10,3,14,"['JOIN', 'JOIN', 'START', 'PAUSE', 'PAUSE', 'PAUSE', 'FINISH']",STAT,2,3,8376,139
"[5629, 0, 0, 2545]",2017,4,19,2016/2017,2,10,3,14,"['FINISH', 'JOIN', 'START', 'PAUSE']",ACM,1,3,5629,93
"[10, 72, 0, 15445, 0, 15441]",2017,4,19,2016/2017,2,10,3,14,"['JOIN', 'PAUSE', 'JOIN', 'FINISH', 'START', 'TRANSFER']",ACM,1,3,4,0
"[1718, 0, 6, 1166, 1720, 1720, 1719, 1801, 9095, 0, 1714]",2017,4,19,2016/2017,2,10,3,15,"['JOIN', 'JOIN', 'PAUSE', 'PAUSE', 'JOIN', 'JOIN', 'JOIN', 'PAUSE', 'FINISH', 'START', 'TRANSFER']",ACM,1,3,7381,123
"[343, 0, 0]",2017,4,19,2016/2017,2,10,3,15,"['FINISH', 'JOIN', 'START']",STAT,2,3,343,5
"[315, 0, 0, 418]",2017,4,19,2016/2017,2,10,3,15,"['JOIN', 'START', 'JOIN', 'FINISH']",STAT,2,3,418,6
"[2538, 0, 0]",2017,4,19,2016/2017,2,10,3,15,"['FINISH', 'START', 'JOIN']",MATH,1,3,2538,42
"[0, 0, 5860, 3766, 3, 3773]",2017,4,19,2016/2017,2,10,3,15,"['JOIN', 'START', 'FINISH', 'TRANSFER', 'PAUSE', 'JOIN']",MATH,0,3,2094,34
"[0, 0, 2, 3657, 3728]",2017,4,19,2016/2017,2,10,3,15,"['JOIN', 'START', 'PAUSE', 'TRANSFER', 'FINISH']",MATH,0,3,71,1
"[0, 314, 4, 0]",2017,4,19,2016/2017,2,10,3,15,"['START', 'FINISH', 'JOIN', 'JOIN']",ACM,1,3,314,5
"[175, 0, 5, 0]",2017,4,19,2016/2017,2,10,3,16,"['FINISH', 'JOIN', 'JOIN', 'START']",STAT,2,2,175,2
"[0, 0, 1987, 1906]",2017,4,19,2016/2017,2,10,3,16,"['START', 'JOIN', 'FINISH', 'PAUSE']",MATH,1,2,1987,33
"[0, 0, 24]",2017,4,19,2016/2017,2,10,3,16,"['JOIN', 'START', 'FINISH']",ACM,1,2,24,0
"[2982, 0, 0, 2713]",2017,4,19,2016/2017,2,10,3,16,"['FINISH', 'JOIN', 'START', 'PAUSE']",ACM,1,2,2982,49
"[0, 2620, 0]",2017,4,19,2016/2017,2,10,3,16,"['START', 'FINISH', 'JOIN']",STAT,2,2,2620,43
"[33, 0, 0]",2017,4,19,2016/2017,2,10,3,17,"['FINISH', 'JOIN', 'START']",STAT,2,2,33,0
"[0, 0, 1448]",2017,4,19,2016/2017,2,10,3,17,"['START', 'JOIN', 'FINISH']",MATH,1,2,1448,24
"[0, 0, 72]",2017,4,19,2016/2017,2,10,4,17,"['START', 'JOIN', 'FINISH']",STAT,2,5,72,1
"[73, 0, 0]",2017,4,19,2016/2017,2,10,4,18,"['FINISH', 'JOIN', 'START']",MATH,1,2,73,1
"[0, 0, 1831]",2017,4,20,2016/2017,2,10,4,9,"['START', 'JOIN', 'FINISH']",MATH,1,,1831,30
"[0, 911, 0]",2017,4,20,2016/2017,2,10,4,10,"['START', 'FINISH', 'JOIN']",STAT,2,3,911,15
"[0, 378, 0]",2017,4,20,2016/2017,2,10,4,10,"['JOIN', 'FINISH', 'START']",POL,2,3,378,6
"[0, 6257, 2012, 2116, 6258, 2, 0]",2017,4,20,2016/2017,2,10,4,10,"['START', 'TRANSFER', 'TRANSFER', 'PAUSE', 'FINISH', 'PAUSE', 'JOIN']",MATH,1,3,4246,70
"[0, 1091, 0]",2017,4,20,2016/2017,2,10,4,10,"['JOIN', 'FINISH', 'START']",MATH,2,3,1091,18
"[0, 3077, 0, 0]",2017,4,20,2016/2017,2,10,4,10,"['START', 'FINISH', 'JOIN', 'JOIN']",MATH,1,3,3077,51
"[4487, 5, 3919, 0, 6457, 0]",2017,4,20,2016/2017,2,10,4,11,"['PAUSE', 'PAUSE', 'PAUSE', 'JOIN', 'FINISH', 'START']",STAT,2,3,6457,107
"[778, 0, 0]",2017,4,20,2016/2017,2,10,4,12,"['FINISH', 'JOIN', 'START']",STAT,2,3,778,12
"[543, 0, 787, 0, 1030, 2758]",2017,4,20,2016/2017,2,10,4,12,"['PAUSE', 'START', 'PAUSE', 'JOIN', 'PAUSE', 'FINISH']",MATH,1,3,2758,45
"[1425, 4792, 0, 4790, 0, 172]",2017,4,20,2016/2017,2,10,4,12,"['PAUSE', 'FINISH', 'START', 'TRANSFER', 'JOIN', 'PAUSE']",MATH,1,3,2,0
"[4, 0, 0, 6521, 945, 6518]",2017,4,20,2016/2017,2,10,4,13,"['PAUSE', 'JOIN', 'START', 'FINISH', 'PAUSE', 'TRANSFER']",MATH,1,3,3,0
"[0, 0, 2476]",2017,4,20,2016/2017,2,10,4,13,"['START', 'JOIN', 'FINISH']",MATH,1,3,2476,41
"[0, 0, 8]",2017,4,20,2016/2017,2,10,4,13,"['JOIN', 'START', 'FINISH']",FIN,2,3,8,0
"[14885, 0, 0, 31, 14887]",2017,4,20,2016/2017,2,10,4,13,"['TRANSFER', 'JOIN', 'START', 'PAUSE', 'FINISH']",FIN,2,3,2,0
"[14652, 0, 0, 20, 0, 14654]",2017,4,20,2016/2017,2,10,4,13,"['TRANSFER', 'JOIN', 'START', 'PAUSE', 'JOIN', 'FINISH']",MATH,1,3,2,0
"[2625, 0, 0]",2017,4,20,2016/2017,2,10,4,13,"['FINISH', 'START', 'JOIN']",MATH,1,3,2625,43
"[0, 7757, 459, 0, 7826]",2017,4,20,2016/2017,2,10,4,13,"['START', 'TRANSFER', 'PAUSE', 'JOIN', 'FINISH']",MATH,1,3,69,1
"[0, 0, 1044, 1041]",2017,4,20,2016/2017,2,10,4,14,"['START', 'JOIN', 'FINISH', 'PAUSE']",MATH,1,2,1044,17
"[0, 0, 1763, 30, 12538, 12539, 0]",2017,4,20,2016/2017,2,10,4,14,"['START', 'JOIN', 'PAUSE', 'PAUSE', 'TRANSFER', 'FINISH', 'JOIN']",STAT,1,2,1,0
"[867, 0, 0]",2017,4,20,2016/2017,2,10,4,14,"['FINISH', 'JOIN', 'START']",STAT,2,2,867,14
"[11701, 10562, 0, 0, 5491, 10579]",2017,4,20,2016/2017,2,10,4,14,"['FINISH', 'TRANSFER', 'START', 'JOIN', 'PAUSE', 'PAUSE']",MATH,1,2,1139,18
"[0, 57, 0, 0, 193, 10953, 217, 2550, 2553, 10951, 2547]",2017,4,20,2016/2017,2,10,4,14,"['JOIN', 'PAUSE', 'START', 'JOIN', 'JOIN', 'FINISH', 'PAUSE', 'JOIN', 'PAUSE', 'TRANSFER', 'TRANSFER']",STAT,1,2,8406,140
"[1080, 0, 0]",2017,4,20,2016/2017,2,10,4,15,"['FINISH', 'START', 'JOIN']",MATH,1,3,1080,18
"[0, 0, 416]",2017,4,20,2016/2017,2,10,4,15,"['JOIN', 'START', 'FINISH']",STAT,2,3,416,6
"[2211, 0, 0, 640]",2017,4,20,2016/2017,2,10,4,16,"['FINISH', 'JOIN', 'START', 'PAUSE']",ACM,1,4,2211,36
"[0, 0, 993]",2017,4,20,2016/2017,2,10,4,16,"['JOIN', 'START', 'FINISH']",POL,2,4,993,16
"[559, 0, 0]",2017,4,20,2016/2017,2,10,4,16,"['FINISH', 'JOIN', 'START']",MATH,1,4,559,9
"[0, 0, 161]",2017,4,20,2016/2017,2,10,4,17,"['JOIN', 'START', 'FINISH']",MST,1,5,161,2
"[0, 0, 52]",2017,4,20,2016/2017,2,10,4,17,"['START', 'JOIN', 'FINISH']",MATH,1,5,52,0
"[0, 0, 387]",2017,4,20,2016/2017,2,10,5,18,"['START', 'JOIN', 'FINISH']",STAT,2,,387,6
"[22, 0, 0]",2017,4,20,2016/2017,2,10,5,18,"['FINISH', 'START', 'JOIN']",MATH,1,,22,0
"[0, 0, 2416, 1455]",2017,4,21,2016/2017,2,10,5,10,"['START', 'JOIN', 'FINISH', 'PAUSE']",MATH,1,2,2416,40
"[131, 0, 4236, 0, 2325]",2017,4,21,2016/2017,2,10,5,10,"['PAUSE', 'START', 'FINISH', 'JOIN', 'PAUSE']",MATH,1,2,4236,70
"[0, 2, 0, 4174]",2017,4,21,2016/2017,2,10,5,10,"['JOIN', 'PAUSE', 'START', 'FINISH']",MATH,1,2,4174,69
"[460, 0, 0, 1661, 3509]",2017,4,21,2016/2017,2,10,5,11,"['PAUSE', 'JOIN', 'START', 'PAUSE', 'FINISH']",STAT,1,2,3509,58
"[435, 0, 0, 1051]",2017,4,21,2016/2017,2,10,5,11,"['PAUSE', 'JOIN', 'START', 'FINISH']",MATH,1,2,1051,17
"[736, 3, 0, 2586, 0]",2017,4,21,2016/2017,2,10,5,11,"['PAUSE', 'PAUSE', 'JOIN', 'FINISH', 'START']",ACM,1,2,2586,43
"[36, 0, 685, 0, 4791, 2555]",2017,4,21,2016/2017,2,10,5,11,"['PAUSE', 'START', 'PAUSE', 'JOIN', 'FINISH', 'PAUSE']",MATH,1,2,4791,79
"[705, 0, 0, 2487]",2017,4,21,2016/2017,2,10,1,11,"['PAUSE', 'JOIN', 'START', 'FINISH']",STAT,2,3,2487,41
"[0, 3600, 0, 17]",2017,4,21,2016/2017,2,10,1,11,"['JOIN', 'FINISH', 'START', 'PAUSE']",MATH,1,3,3600,60
"[5563, 0, 0, 1]",2017,4,24,2016/2017,2,11,1,9,"['FINISH', 'START', 'JOIN', 'PAUSE']",MST,1,,5563,92
"[5792, 0, 2723, 0]",2017,4,24,2016/2017,2,11,1,9,"['FINISH', 'JOIN', 'PAUSE', 'START']",MATH,1,,5792,96
"[0, 0, 4535]",2017,4,24,2016/2017,2,11,1,10,"['JOIN', 'START', 'FINISH']",MATH,1,3,4535,75
"[3218, 0, 1432, 0]",2017,4,24,2016/2017,2,11,1,10,"['FINISH', 'START', 'PAUSE', 'JOIN']",MATH,1,3,3218,53
"[1670, 0, 0, 1188]",2017,4,24,2016/2017,2,11,1,11,"['FINISH', 'START', 'JOIN', 'PAUSE']",MST,1,3,1670,27
"[131, 0, 0]",2017,4,24,2016/2017,2,11,1,11,"['FINISH', 'START', 'JOIN']",MATH,1,3,131,2
"[0, 0, 23, 23857, 23902]",2017,4,24,2016/2017,2,11,1,11,"['START', 'JOIN', 'PAUSE', 'TRANSFER', 'FINISH']",ACM,1,3,45,0
"[600, 0, 0, 8243]",2017,4,24,2016/2017,2,11,1,11,"['PAUSE', 'JOIN', 'START', 'FINISH']",MATH,1,3,8243,137
"[80, 0, 0]",2017,4,24,2016/2017,2,11,1,11,"['FINISH', 'JOIN', 'START']",MATH,0,3,80,1
"[0, 1866, 2660, 0, 0, 0, 4050]",2017,4,24,2016/2017,2,11,1,11,"['START', 'PAUSE', 'PAUSE', 'JOIN', 'JOIN', 'JOIN', 'FINISH']",MATH,1,3,4050,67
"[0, 0, 0, 1222, 5768]",2017,4,24,2016/2017,2,11,1,11,"['START', 'JOIN', 'JOIN', 'PAUSE', 'FINISH']",MATH,1,3,5768,96
"[0, 0, 1344, 2508, 6429, 1887]",2017,4,24,2016/2017,2,11,1,11,"['JOIN', 'START', 'PAUSE', 'PAUSE', 'FINISH', 'TRANSFER']",MST,1,3,4542,75
"[0, 4, 0, 21039, 0, 0, 20973, 0]",2017,4,24,2016/2017,2,11,1,12,"['JOIN', 'PAUSE', 'JOIN', 'FINISH', 'JOIN', 'JOIN', 'TRANSFER', 'START']",CHEN,2,3,66,1
"[9866, 21065, 9861, 30, 0, 0, 21122]",2017,4,24,2016/2017,2,11,1,12,"['PAUSE', 'TRANSFER', 'TRANSFER', 'PAUSE', 'JOIN', 'START', 'FINISH']",MATH,1,3,11261,187
"[0, 56, 0, 16629, 16674]",2017,4,24,2016/2017,2,11,1,13,"['JOIN', 'PAUSE', 'START', 'TRANSFER', 'FINISH']",MATH,1,3,45,0
"[15838, 0, 965, 0, 15844]",2017,4,24,2016/2017,2,11,1,13,"['TRANSFER', 'JOIN', 'PAUSE', 'START', 'FINISH']",MATH,1,3,6,0
"[0, 8334, 13147, 1405, 0]",2017,4,24,2016/2017,2,11,1,13,"['JOIN', 'PAUSE', 'FINISH', 'PAUSE', 'START']",ACM,1,3,13147,219
"[6937, 0, 11552, 0, 15890, 15829, 2]",2017,4,24,2016/2017,2,11,1,14,"['PAUSE', 'START', 'PAUSE', 'JOIN', 'FINISH', 'TRANSFER', 'PAUSE']",MATH,1,2,61,1
"[0, 10968, 379, 6947, 0]",2017,4,24,2016/2017,2,11,1,14,"['START', 'FINISH', 'PAUSE', 'PAUSE', 'JOIN']",ACM,1,2,10968,182
"[0, 9802, 345, 0, 11095]",2017,4,24,2016/2017,2,11,1,14,"['JOIN', 'PAUSE', 'PAUSE', 'START', 'FINISH']",ACM,1,2,11095,184
"[0, 6077, 0, 480, 6380]",2017,4,24,2016/2017,2,11,1,14,"['START', 'PAUSE', 'JOIN', 'PAUSE', 'FINISH']",STAT,2,2,6380,106
"[1134, 0, 0, 5844]",2017,4,24,2016/2017,2,11,1,14,"['PAUSE', 'JOIN', 'START', 'FINISH']",MATH,1,2,5844,97
"[0, 0, 1074]",2017,4,24,2016/2017,2,11,1,15,"['JOIN', 'START', 'FINISH']",STAT,2,3,1074,17
"[2049, 2, 0, 0, 8288]",2017,4,24,2016/2017,2,11,1,15,"['PAUSE', 'PAUSE', 'JOIN', 'START', 'FINISH']",ACM,1,3,8288,138
"[1442, 0, 0]",2017,4,24,2016/2017,2,11,1,15,"['FINISH', 'JOIN', 'START']",ACM,1,3,1442,24
"[0, 0, 911, 3248, 6129]",2017,4,24,2016/2017,2,11,1,15,"['START', 'JOIN', 'PAUSE', 'PAUSE', 'FINISH']",STAT,1,3,6129,102
"[0, 0, 1543]",2017,4,24,2016/2017,2,11,1,15,"['JOIN', 'START', 'FINISH']",ACM,1,3,1543,25
"[0, 0, 0, 563, 5757]",2017,4,24,2016/2017,2,11,1,15,"['START', 'JOIN', 'JOIN', 'PAUSE', 'FINISH']",ACM,1,3,5757,95
"[0, 0, 0, 1993, 2079, 5398]",2017,4,24,2016/2017,2,11,1,15,"['START', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH']",MATH,0,3,5398,89
"[0, 0, 1417]",2017,4,24,2016/2017,2,11,1,16,"['JOIN', 'START', 'FINISH']",MATH,1,4,1417,23
"[1557, 0, 0]",2017,4,24,2016/2017,2,11,1,16,"['FINISH', 'JOIN', 'START']",MATH,1,4,1557,25
"[0, 0, 804]",2017,4,24,2016/2017,2,11,1,16,"['JOIN', 'START', 'FINISH']",MATH,1,4,804,13
"[91, 4266, 202, 0, 4189, 0, 74]",2017,4,24,2016/2017,2,11,1,16,"['TRANSFER', 'FINISH', 'PAUSE', 'JOIN', 'TRANSFER', 'START', 'PAUSE']",STAT,1,4,77,1
"[0, 0, 350]",2017,4,24,2016/2017,2,11,1,16,"['START', 'JOIN', 'FINISH']",ACM,1,4,350,5
"[1, 0, 0, 0, 1736, 0]",2017,4,24,2016/2017,2,11,1,16,"['PAUSE', 'JOIN', 'JOIN', 'JOIN', 'FINISH', 'START']",ACM,1,4,1736,28
"[0, 1629, 346, 0]",2017,4,24,2016/2017,2,11,1,17,"['JOIN', 'FINISH', 'PAUSE', 'START']",MATH,1,5,1629,27
"[0, 88, 0]",2017,4,24,2016/2017,2,11,1,17,"['START', 'FINISH', 'JOIN']",MST,1,5,88,1
"[0, 5357, 0, 5353, 231]",2017,4,24,2016/2017,2,11,1,17,"['JOIN', 'FINISH', 'START', 'TRANSFER', 'PAUSE']",ACM,1,5,4,0
"[57, 0, 0]",2017,4,24,2016/2017,2,11,1,17,"['FINISH', 'JOIN', 'START']",MATH,1,5,57,0
"[132, 0, 0, 1296, 1470]",2017,4,24,2016/2017,2,11,1,17,"['TRANSFER', 'JOIN', 'START', 'PAUSE', 'FINISH']",ACM,1,5,1338,22
"[0, 0, 72]",2017,4,24,2016/2017,2,11,1,17,"['START', 'JOIN', 'FINISH']",ACM,1,5,72,1
"[0, 0, 3823, 0, 1, 3905]",2017,4,24,2016/2017,2,11,1,17,"['JOIN', 'JOIN', 'TRANSFER', 'START', 'PAUSE', 'FINISH']",ACM,1,5,82,1
"[1668, 0, 0]",2017,4,24,2016/2017,2,11,1,17,"['FINISH', 'JOIN', 'START']",MST,2,5,1668,27
"[0, 42, 0]",2017,4,24,2016/2017,2,11,1,18,"['JOIN', 'FINISH', 'START']",STAT,1,2,42,0
"[0, 18, 0]",2017,4,24,2016/2017,2,11,1,18,"['START', 'FINISH', 'JOIN']",MST,2,2,18,0
"[0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 709]",2017,4,24,2016/2017,2,11,2,20,"['JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'START', 'FINISH']",SCI,0,,709,11
"[0, 0, 7, 54]",2017,4,24,2016/2017,2,11,2,20,"['START', 'JOIN', 'PAUSE', 'FINISH']",SCI,0,,54,0
"[0, 0, 2381, 146]",2017,4,25,2016/2017,2,11,2,9,"['START', 'JOIN', 'FINISH', 'PAUSE']",ACM,1,,2381,39
"[15032, 2591, 0, 0, 16, 15034, 2684]",2017,4,25,2016/2017,2,11,2,9,"['TRANSFER', 'TRANSFER', 'JOIN', 'START', 'PAUSE', 'FINISH', 'PAUSE']",MATH,1,,12443,207
"[4771, 14881, 3, 14383, 0, 0]",2017,4,25,2016/2017,2,11,2,9,"['PAUSE', 'FINISH', 'PAUSE', 'TRANSFER', 'START', 'JOIN']",STAT,2,,498,8
"[1209, 0, 0]",2017,4,25,2016/2017,2,11,2,9,"['FINISH', 'START', 'JOIN']",MATH,1,,1209,20
"[4725, 2364, 1232, 0, 0]",2017,4,25,2016/2017,2,11,2,9,"['FINISH', 'PAUSE', 'PAUSE', 'JOIN', 'START']",STAT,2,,4725,78
"[9269, 0, 1161, 0]",2017,4,25,2016/2017,2,11,2,9,"['FINISH', 'JOIN', 'PAUSE', 'START']",MATH,1,,9269,154
"[652, 0, 1669, 0]",2017,4,25,2016/2017,2,11,2,10,"['PAUSE', 'JOIN', 'FINISH', 'START']",ACM,1,3,1669,27
"[0, 1526, 701, 0, 3576]",2017,4,25,2016/2017,2,11,2,10,"['JOIN', 'PAUSE', 'PAUSE', 'START', 'FINISH']",MIS,2,3,3576,59
"[0, 0, 0, 0, 0, 4435]",2017,4,25,2016/2017,2,11,2,10,"['JOIN', 'JOIN', 'START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,3,4435,73
"[643, 293, 0, 0]",2017,4,25,2016/2017,2,11,2,10,"['FINISH', 'PAUSE', 'JOIN', 'START']",STAT,2,3,643,10
"[0, 6281, 6314, 0, 23]",2017,4,25,2016/2017,2,11,2,10,"['START', 'TRANSFER', 'FINISH', 'JOIN', 'PAUSE']",CHEN,2,3,33,0
"[0, 3397, 0, 24, 3501, 0]",2017,4,25,2016/2017,2,11,2,10,"['JOIN', 'TRANSFER', 'START', 'PAUSE', 'FINISH', 'JOIN']",STAT,2,3,104,1
"[2325, 0, 0]",2017,4,25,2016/2017,2,11,2,10,"['FINISH', 'JOIN', 'START']",MATH,1,3,2325,38
"[0, 0, 1600, 1616]",2017,4,25,2016/2017,2,11,2,10,"['START', 'JOIN', 'PAUSE', 'FINISH']",STAT,1,3,1616,26
"[0, 811, 0]",2017,4,25,2016/2017,2,11,2,11,"['START', 'FINISH', 'JOIN']",STAT,1,4,811,13
"[0, 3783, 0]",2017,4,25,2016/2017,2,11,2,11,"['START', 'FINISH', 'JOIN']",MATH,1,4,3783,63
"[0, 8012, 1280, 3561, 3197, 8010, 0]",2017,4,25,2016/2017,2,11,2,11,"['JOIN', 'FINISH', 'PAUSE', 'PAUSE', 'TRANSFER', 'TRANSFER', 'START']",ACM,1,4,2,0
"[0, 333, 0]",2017,4,25,2016/2017,2,11,2,11,"['JOIN', 'FINISH', 'START']",MATH,0,4,333,5
"[540, 0, 0]",2017,4,25,2016/2017,2,11,2,12,"['FINISH', 'START', 'JOIN']",MST,1,5,540,9
"[2564, 0, 936, 0]",2017,4,25,2016/2017,2,11,2,12,"['FINISH', 'JOIN', 'PAUSE', 'START']",MATH,1,5,2564,42
"[0, 998, 159, 1036, 4323, 0, 4318]",2017,4,25,2016/2017,2,11,2,12,"['START', 'TRANSFER', 'PAUSE', 'PAUSE', 'FINISH', 'JOIN', 'TRANSFER']",MATH,1,5,5,0
"[0, 0, 6273, 1050]",2017,4,25,2016/2017,2,11,2,12,"['START', 'JOIN', 'FINISH', 'PAUSE']",MATH,1,5,6273,104
"[0, 0, 2401]",2017,4,25,2016/2017,2,11,2,12,"['JOIN', 'START', 'FINISH']",ACM,1,5,2401,40
"[0, 0, 2753]",2017,4,25,2016/2017,2,11,2,13,"['JOIN', 'START', 'FINISH']",MIS,2,3,2753,45
"[592, 0, 5869, 0, 71]",2017,4,25,2016/2017,2,11,2,13,"['TRANSFER', 'JOIN', 'FINISH', 'START', 'PAUSE']",POL,2,3,5277,87
"[0, 1668, 0]",2017,4,25,2016/2017,2,11,2,13,"['START', 'FINISH', 'JOIN']",MATH,1,3,1668,27
"[4922, 4943, 0, 4924, 4907, 0, 0, 12198, 30, 12204, 4942, 0]",2017,4,25,2016/2017,2,11,2,14,"['JOIN', 'PAUSE', 'START', 'PAUSE', 'PAUSE', 'JOIN', 'JOIN', 'TRANSFER', 'PAUSE', 'FINISH', 'JOIN', 'JOIN']",STAT,1,3,6,0
"[0, 0, 4669, 585, 0]",2017,4,25,2016/2017,2,11,2,14,"['JOIN', 'START', 'FINISH', 'PAUSE', 'JOIN']",MATH,1,3,4669,77
"[0, 0, 1058]",2017,4,25,2016/2017,2,11,2,14,"['START', 'JOIN', 'FINISH']",MATH,2,3,1058,17
"[8554, 0, 539, 8560, 0]",2017,4,25,2016/2017,2,11,2,14,"['TRANSFER', 'START', 'PAUSE', 'FINISH', 'JOIN']",STAT,2,3,6,0
"[347, 0, 0]",2017,4,25,2016/2017,2,11,2,14,"['FINISH', 'JOIN', 'START']",MATH,1,3,347,5
"[0, 1130, 0]",2017,4,25,2016/2017,2,11,2,14,"['JOIN', 'FINISH', 'START']",MATH,1,3,1130,18
"[0, 2319, 0]",2017,4,25,2016/2017,2,11,2,14,"['JOIN', 'FINISH', 'START']",MATH,1,3,2319,38
"[0, 0, 77]",2017,4,25,2016/2017,2,11,2,15,"['JOIN', 'START', 'FINISH']",MATH,1,3,77,1
"[3057, 0, 0]",2017,4,25,2016/2017,2,11,2,15,"['FINISH', 'START', 'JOIN']",MATH,1,3,3057,50
"[0, 3863, 0, 0]",2017,4,25,2016/2017,2,11,2,15,"['JOIN', 'FINISH', 'START', 'JOIN']",MATH,1,3,3863,64
"[0, 1984, 0]",2017,4,25,2016/2017,2,11,2,16,"['JOIN', 'FINISH', 'START']",MATH,0,2,1984,33
"[1402, 0, 0]",2017,4,25,2016/2017,2,11,2,16,"['FINISH', 'JOIN', 'START']",MATH,2,2,1402,23
"[0, 0, 28, 14126, 14054]",2017,4,25,2016/2017,2,11,2,16,"['JOIN', 'START', 'PAUSE', 'FINISH', 'TRANSFER']",MATH,1,2,72,1
"[0, 2342, 0, 0]",2017,4,25,2016/2017,2,11,2,17,"['JOIN', 'FINISH', 'JOIN', 'START']",MATH,1,2,2342,39
"[11647, 1346, 11652, 0, 0]",2017,4,25,2016/2017,2,11,2,17,"['TRANSFER', 'PAUSE', 'FINISH', 'JOIN', 'START']",STAT,2,2,5,0
"[0, 473, 0]",2017,4,25,2016/2017,2,11,2,18,"['START', 'FINISH', 'JOIN']",STAT,2,1,473,7
"[0, 0, 28]",2017,4,25,2016/2017,2,11,2,22,"['JOIN', 'START', 'FINISH']",TEST,1,,28,0
"[0, 1065, 0]",2017,4,25,2016/2017,2,11,3,22,"['JOIN', 'FINISH', 'START']",TEST,1,,1065,17
"[0, 0]",2017,4,25,2016/2017,2,11,3,22,"['JOIN', 'START']",TEST,1,,0,0
"[9830, 2040, 0, 2, 11108, 0, 22501]",2017,4,26,2016/2017,2,11,3,9,"['TRANSFER', 'PAUSE', 'START', 'PAUSE', 'PAUSE', 'JOIN', 'FINISH']",MATH,1,,12671,211
"[824, 0, 0, 2887]",2017,4,26,2016/2017,2,11,3,9,"['PAUSE', 'START', 'JOIN', 'FINISH']",MIS,2,,2887,48
"[2644, 0, 0]",2017,4,26,2016/2017,2,11,3,10,"['FINISH', 'JOIN', 'START']",MATH,1,3,2644,44
