times,year,month,date,academic_year,semester,week,weekday,hour,events,subject,student_level,number_of_tutors
"[10183, 0, 2363, 0, 10180, 137, 0]",2017,12,6,2017/2018,1,14,3,15,"['FINISH', 'START', 'PAUSE', 'JOIN', 'TRANSFER', 'JOIN', 'JOIN']",FOR,2,4
"[0, 9995, 9992, 586, 0, 0, 0, 0, 0]",2017,12,6,2017/2018,1,14,3,15,"['JOIN', 'FINISH', 'TRANSFER', 'PAUSE', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'START']",ECON,2,4
"[4551, 0, 852, 0]",2017,12,6,2017/2018,1,14,3,15,"['FINISH', 'START', 'PAUSE', 'JOIN']",MATH,1,4
"[1759, 0, 0, 9364, 9362, 0]",2017,12,6,2017/2018,1,14,3,15,"['PAUSE', 'JOIN', 'START', 'FINISH', 'TRANSFER', 'JOIN']",MATH,1,4
"[2229, 0, 2061, 2, 1392, 0]",2017,12,6,2017/2018,1,14,3,15,"['FINISH', 'JOIN', 'PAUSE', 'PAUSE', 'TRANSFER', 'START']",MEEN,1,4
"[0, 0, 7715, 980, 7728]",2017,12,6,2017/2018,1,14,3,15,"['JOIN', 'START', 'TRANSFER', 'PAUSE', 'FINISH']",ACM,1,4
"[24, 7602, 7589, 0, 0]",2017,12,6,2017/2018,1,14,3,15,"['PAUSE', 'FINISH', 'TRANSFER', 'START', 'JOIN']",MATH,1,4
"[0, 2280, 0]",2017,12,6,2017/2018,1,14,3,16,"['START', 'FINISH', 'JOIN']",ECON,2,4
"[0, 5038, 5036, 0, 0, 1223]",2017,12,6,2017/2018,1,14,3,16,"['START', 'FINISH', 'TRANSFER', 'JOIN', 'JOIN', 'PAUSE']",MATH,1,4
"[383, 0, 4981, 0, 4991]",2017,12,6,2017/2018,1,14,3,16,"['PAUSE', 'JOIN', 'TRANSFER', 'START', 'FINISH']",MATH,1,4
"[4604, 4585, 1196, 0, 0]",2017,12,6,2017/2018,1,14,3,16,"['FINISH', 'TRANSFER', 'PAUSE', 'JOIN', 'START']",MST,2,4
"[2023, 0, 0, 5078]",2017,12,6,2017/2018,1,14,3,16,"['PAUSE', 'JOIN', 'START', 'FINISH']",MATH,1,4
"[0, 3875, 0, 1336]",2017,12,6,2017/2018,1,14,3,16,"['JOIN', 'FINISH', 'START', 'PAUSE']",MATH,1,4
"[418, 0, 3503, 0]",2017,12,6,2017/2018,1,14,3,17,"['PAUSE', 'START', 'FINISH', 'JOIN']",MATH,1,4
"[0, 3111, 40, 0, 23]",2017,12,6,2017/2018,1,14,3,17,"['JOIN', 'FINISH', 'PAUSE', 'START', 'JOIN']",MATH,1,4
"[0, 0, 1144, 2968]",2017,12,6,2017/2018,1,14,3,17,"['JOIN', 'START', 'PAUSE', 'FINISH']",ECON,2,4
"[6977, 0, 0, 6984, 72]",2017,12,6,2017/2018,1,14,3,17,"['TRANSFER', 'START', 'JOIN', 'FINISH', 'PAUSE']",MATH,1,4
"[1659, 1674, 0, 0, 6704, 6699]",2017,12,6,2017/2018,1,14,3,17,"['PAUSE', 'PAUSE', 'START', 'JOIN', 'FINISH', 'TRANSFER']",STAT,2,4
"[1385, 0, 0, 1751]",2017,12,6,2017/2018,1,14,3,17,"['PAUSE', 'JOIN', 'START', 'FINISH']",MATH,1,4
"[0, 187, 7470, 0]",2017,12,6,2017/2018,1,14,3,17,"['JOIN', 'PAUSE', 'FINISH', 'START']",MATH,1,4
"[112, 0, 0, 7118, 7116]",2017,12,6,2017/2018,1,14,3,18,"['PAUSE', 'JOIN', 'START', 'FINISH', 'TRANSFER']",MST,2,1
"[5402, 308, 0, 1, 0]",2017,12,6,2017/2018,1,14,3,18,"['FINISH', 'PAUSE', 'START', 'PAUSE', 'JOIN']",MATH,1,1
"[0, 2667, 2230, 2668, 5216, 0, 0]",2017,12,6,2017/2018,1,14,3,18,"['JOIN', 'JOIN', 'PAUSE', 'PAUSE', 'FINISH', 'JOIN', 'START']",MATH,1,1
"[0, 2532, 0, 1]",2017,12,6,2017/2018,1,14,3,19,"['JOIN', 'FINISH', 'START', 'PAUSE']",ACM,1,1
"[0, 2816, 2427, 0]",2017,12,7,2017/2018,1,14,4,10,"['JOIN', 'FINISH', 'PAUSE', 'START']",MATH,1,2
"[1807, 0, 0, 2430]",2017,12,7,2017/2018,1,14,4,10,"['PAUSE', 'JOIN', 'START', 'FINISH']",MATH,1,2
"[0, 632, 0]",2017,12,7,2017/2018,1,14,4,10,"['JOIN', 'FINISH', 'START']",ACM,1,2
"[470, 0, 0]",2017,12,7,2017/2018,1,14,4,10,"['FINISH', 'JOIN', 'START']",MATH,1,2
"[17, 340, 0, 351, 23, 0]",2017,12,7,2017/2018,1,14,4,10,"['PAUSE', 'PAUSE', 'JOIN', 'FINISH', 'TRANSFER', 'START']",MATH,2,2
"[1851, 0, 0]",2017,12,7,2017/2018,1,14,4,10,"['FINISH', 'START', 'JOIN']",MATH,1,2
"[0, 0, 3290]",2017,12,7,2017/2018,1,14,4,10,"['JOIN', 'START', 'FINISH']",ECON,2,2
"[977, 0, 0]",2017,12,7,2017/2018,1,14,4,10,"['FINISH', 'START', 'JOIN']",MATH,1,2
"[0, 0, 809, 16151]",2017,12,7,2017/2018,1,14,4,11,"['JOIN', 'START', 'PAUSE', 'FINISH']",MST,1,3
"[1934, 0, 0]",2017,12,7,2017/2018,1,14,4,11,"['FINISH', 'JOIN', 'START']",MST,1,3
"[0, 2789, 0]",2017,12,7,2017/2018,1,14,4,11,"['START', 'FINISH', 'JOIN']",MST,2,3
"[393, 0, 1220, 397, 0]",2017,12,7,2017/2018,1,14,4,11,"['PAUSE', 'JOIN', 'FINISH', 'TRANSFER', 'START']",MATH,1,3
"[0, 0, 61]",2017,12,7,2017/2018,1,14,4,11,"['JOIN', 'START', 'FINISH']",PHYC,2,3
"[0, 0, 1144]",2017,12,7,2017/2018,1,14,4,11,"['JOIN', 'START', 'FINISH']",FOR,2,3
"[0, 1687, 0]",2017,12,7,2017/2018,1,14,4,12,"['START', 'FINISH', 'JOIN']",MATH,1,3
"[1469, 0, 0, 1491]",2017,12,7,2017/2018,1,14,4,12,"['PAUSE', 'JOIN', 'START', 'FINISH']",MATH,1,3
"[0, 0, 993]",2017,12,7,2017/2018,1,14,4,12,"['JOIN', 'START', 'FINISH']",MATH,2,3
"[10642, 0, 0, 1353]",2017,12,7,2017/2018,1,14,4,12,"['FINISH', 'START', 'JOIN', 'PAUSE']",MATH,1,3
"[470, 0, 0]",2017,12,7,2017/2018,1,14,4,12,"['FINISH', 'START', 'JOIN']",MATH,1,3
"[0, 2239, 0]",2017,12,7,2017/2018,1,14,4,12,"['START', 'FINISH', 'JOIN']",MATH,1,3
"[0, 667, 0, 10457]",2017,12,7,2017/2018,1,14,4,13,"['JOIN', 'PAUSE', 'START', 'FINISH']",STAT,2,3
"[2244, 5740, 0, 0]",2017,12,7,2017/2018,1,14,4,13,"['PAUSE', 'FINISH', 'JOIN', 'START']",FOR,2,3
"[0, 0, 354]",2017,12,7,2017/2018,1,14,4,13,"['JOIN', 'START', 'FINISH']",MATH,2,3
"[0, 0, 1103, 6284]",2017,12,7,2017/2018,1,14,4,13,"['JOIN', 'START', 'PAUSE', 'FINISH']",MATH,1,3
"[24, 0, 0]",2017,12,7,2017/2018,1,14,4,13,"['FINISH', 'JOIN', 'START']",MATH,1,3
"[0, 1011, 0]",2017,12,7,2017/2018,1,14,4,13,"['JOIN', 'FINISH', 'START']",MATH,1,3
"[0, 0, 2923, 0]",2017,12,7,2017/2018,1,14,4,14,"['START', 'JOIN', 'FINISH', 'JOIN']",MATH,1,4
"[0, 738, 0]",2017,12,7,2017/2018,1,14,4,14,"['START', 'FINISH', 'JOIN']",STAT,2,4
"[1234, 6575, 0, 2040, 0, 1096, 214]",2017,12,7,2017/2018,1,14,4,14,"['TRANSFER', 'FINISH', 'JOIN', 'PAUSE', 'START', 'PAUSE', 'JOIN']",MATH000,0,4
"[0, 0, 972]",2017,12,7,2017/2018,1,14,4,14,"['JOIN', 'START', 'FINISH']",MATH,1,4
"[0, 0, 3208, 319]",2017,12,7,2017/2018,1,14,4,14,"['JOIN', 'START', 'FINISH', 'PAUSE']",ACM,1,4
"[0, 0, 333]",2017,12,7,2017/2018,1,14,4,14,"['START', 'JOIN', 'FINISH']",MEEN,1,4
"[2820, 0, 55, 53, 0, 29]",2017,12,7,2017/2018,1,14,4,14,"['FINISH', 'JOIN', 'JOIN', 'JOIN', 'START', 'PAUSE']",FOR,2,4
"[0, 1534, 0, 0, 0, 2730]",2017,12,7,2017/2018,1,14,4,14,"['JOIN', 'JOIN', 'START', 'JOIN', 'JOIN', 'FINISH']",MATH,1,4
"[0, 4212, 0, 604, 0, 3778, 0]",2017,12,7,2017/2018,1,14,4,14,"['START', 'FINISH', 'JOIN', 'PAUSE', 'JOIN', 'JOIN', 'JOIN']",MATH,1,4
"[0, 1944, 0]",2017,12,7,2017/2018,1,14,4,15,"['JOIN', 'FINISH', 'START']",MATH,1,3
"[1024, 0, 0]",2017,12,7,2017/2018,1,14,4,15,"['FINISH', 'START', 'JOIN']",MATH,1,3
"[498, 0, 0]",2017,12,7,2017/2018,1,14,4,15,"['FINISH', 'JOIN', 'START']",PHYC,1,3
"[1360, 0, 0]",2017,12,7,2017/2018,1,14,4,15,"['FINISH', 'JOIN', 'START']",MATH,1,3
"[934, 0, 0]",2017,12,7,2017/2018,1,14,4,15,"['FINISH', 'JOIN', 'START']",PHYC,1,3
"[0, 963, 0]",2017,12,7,2017/2018,1,14,4,15,"['JOIN', 'FINISH', 'START']",PHYC,1,3
"[0, 0, 1089]",2017,12,7,2017/2018,1,14,4,15,"['START', 'JOIN', 'FINISH']",PHYC,2,3
"[1231, 0, 0]",2017,12,7,2017/2018,1,14,4,16,"['FINISH', 'START', 'JOIN']",MATH,2,4
"[0, 0, 1132]",2017,12,7,2017/2018,1,14,4,16,"['JOIN', 'START', 'FINISH']",MATH,1,4
"[0, 0, 12777, 2775, 12801]",2017,12,7,2017/2018,1,14,4,16,"['START', 'JOIN', 'TRANSFER', 'PAUSE', 'FINISH']",MATH,1,4
"[0, 0, 833]",2017,12,7,2017/2018,1,14,4,16,"['JOIN', 'START', 'FINISH']",MATH,1,4
"[0, 0, 878]",2017,12,7,2017/2018,1,14,4,16,"['START', 'JOIN', 'FINISH']",MATH,1,4
"[675, 2139, 0, 0]",2017,12,7,2017/2018,1,14,4,16,"['PAUSE', 'FINISH', 'JOIN', 'START']",MATH,2,4
"[0, 1028, 0]",2017,12,7,2017/2018,1,14,4,16,"['START', 'FINISH', 'JOIN']",MATH000,0,4
"[0, 1730, 0, 1209, 5064]",2017,12,7,2017/2018,1,14,4,16,"['START', 'PAUSE', 'JOIN', 'PAUSE', 'FINISH']",ACM,2,4
"[963, 0, 0]",2017,12,7,2017/2018,1,14,4,16,"['FINISH', 'START', 'JOIN']",MATH,1,4
"[1045, 0, 0]",2017,12,7,2017/2018,1,14,4,16,"['FINISH', 'START', 'JOIN']",MATH,1,4
"[9210, 0, 0, 1854, 9220]",2017,12,7,2017/2018,1,14,4,17,"['TRANSFER', 'JOIN', 'START', 'PAUSE', 'FINISH']",MATH,1,2
"[404, 0, 0]",2017,12,7,2017/2018,1,14,4,17,"['FINISH', 'JOIN', 'START']",MATH,1,2
"[0, 0, 2278]",2017,12,7,2017/2018,1,14,4,17,"['JOIN', 'START', 'FINISH']",MATH,1,2
"[0, 0, 1197]",2017,12,7,2017/2018,1,14,4,17,"['JOIN', 'START', 'FINISH']",PHYC,1,2
"[15, 0, 0]",2017,12,7,2017/2018,1,14,4,18,"['FINISH', 'JOIN', 'START']",MATH,1,1
"[0, 2, 8, 5525, 0]",2017,12,7,2017/2018,1,14,4,18,"['START', 'PAUSE', 'PAUSE', 'FINISH', 'JOIN']",MATH,1,1
"[0, 3480, 0, 0, 1, 0]",2017,12,7,2017/2018,1,14,4,18,"['JOIN', 'FINISH', 'JOIN', 'START', 'PAUSE', 'JOIN']",MATH,1,1
"[0, 3509, 358, 0]",2017,12,7,2017/2018,1,14,4,18,"['START', 'FINISH', 'PAUSE', 'JOIN']",MATH,1,1
"[0, 2845, 1599, 0]",2017,12,7,2017/2018,1,14,4,19,"['START', 'FINISH', 'PAUSE', 'JOIN']",MATH,1,1
"[0, 14, 0]",2017,12,7,2017/2018,1,14,4,19,"['JOIN', 'FINISH', 'START']",MATH,1,1
"[10, 0, 0]",2017,12,7,2017/2018,1,14,4,19,"['FINISH', 'START', 'JOIN']",MATH,2,1
"[12, 0, 0]",2017,12,7,2017/2018,1,14,4,19,"['FINISH', 'START', 'JOIN']",STAT,1,1
"[0, 12, 0]",2017,12,7,2017/2018,1,14,4,19,"['JOIN', 'FINISH', 'START']",MATH,2,1
"[0, 0, 50]",2017,12,7,2017/2018,1,14,4,19,"['JOIN', 'START', 'FINISH']",MATH,2,1
"[2241, 0, 11708, 0]",2017,12,8,2017/2018,1,14,5,10,"['PAUSE', 'JOIN', 'FINISH', 'START']",MATH,1,2
"[938, 12148, 0, 0]",2017,12,8,2017/2018,1,14,5,10,"['PAUSE', 'FINISH', 'START', 'JOIN']",MEEN,2,2
"[0, 1618, 0]",2017,12,8,2017/2018,1,14,5,10,"['JOIN', 'FINISH', 'START']",MATH,1,2
"[0, 360, 0]",2017,12,8,2017/2018,1,14,5,10,"['START', 'FINISH', 'JOIN']",MATH,1,2
"[0, 4837, 0, 2564, 0, 0]",2017,12,8,2017/2018,1,14,5,11,"['JOIN', 'FINISH', 'JOIN', 'PAUSE', 'START', 'JOIN']",ECON,2,2
"[1098, 7647, 0, 0]",2017,12,8,2017/2018,1,14,5,11,"['PAUSE', 'FINISH', 'JOIN', 'START']",MATH,1,2
"[1235, 0, 0, 1241, 0]",2017,12,8,2017/2018,1,14,5,11,"['PAUSE', 'JOIN', 'START', 'FINISH', 'JOIN']",MATH,1,2
"[45, 2, 1899, 41, 0, 0]",2017,12,8,2017/2018,1,14,5,11,"['PAUSE', 'PAUSE', 'FINISH', 'JOIN', 'JOIN', 'START']",MATH,1,2
"[2483, 0, 5195, 0]",2017,12,8,2017/2018,1,14,5,11,"['PAUSE', 'START', 'FINISH', 'JOIN']",MST,1,2
"[0, 16, 0]",2017,12,8,2017/2018,1,14,5,12,"['JOIN', 'FINISH', 'START']",MATH,1,2
"[3584, 3576, 1043, 0, 1022, 4619, 0]",2017,12,8,2017/2018,1,14,5,12,"['PAUSE', 'TRANSFER', 'PAUSE', 'JOIN', 'JOIN', 'FINISH', 'START']",MATH,1,2
"[0, 4037, 2057, 0]",2017,12,8,2017/2018,1,14,5,12,"['START', 'FINISH', 'PAUSE', 'JOIN']",MATH,1,2
"[0, 0, 908]",2017,12,8,2017/2018,1,14,5,12,"['JOIN', 'START', 'FINISH']",MATH,1,2
"[2629, 0, 0, 0, 0]",2017,12,8,2017/2018,1,14,5,12,"['FINISH', 'JOIN', 'JOIN', 'START', 'JOIN']",ECON,2,2
"[0, 1591, 0]",2017,12,8,2017/2018,1,14,5,12,"['JOIN', 'FINISH', 'START']",ACM,1,2
"[0, 761, 0]",2017,12,8,2017/2018,1,14,5,13,"['JOIN', 'FINISH', 'START']",MATH,1,#N/A
"[0, 0, 685, 434]",2017,12,8,2017/2018,1,14,5,13,"['JOIN', 'START', 'FINISH', 'PAUSE']",ACM,1,#N/A
"[1326, 0, 0, 152]",2017,12,8,2017/2018,1,14,5,13,"['FINISH', 'JOIN', 'START', 'PAUSE']",MATH,1,#N/A
"[966, 0, 0, 66]",2017,12,8,2017/2018,1,14,5,14,"['FINISH', 'JOIN', 'START', 'PAUSE']",MATH,1,#N/A
"[133, 877, 0, 0]",2017,12,8,2017/2018,1,14,5,14,"['PAUSE', 'FINISH', 'JOIN', 'START']",STAT,1,#N/A
"[723, 62, 0, 0]",2017,12,8,2017/2018,1,14,5,14,"['FINISH', 'PAUSE', 'JOIN', 'START']",MATH,1,#N/A
"[621, 0, 186, 0]",2017,12,8,2017/2018,1,14,5,14,"['FINISH', 'START', 'PAUSE', 'JOIN']",MATH,2,#N/A
"[0, 0, 397]",2017,12,8,2017/2018,1,14,5,14,"['JOIN', 'START', 'FINISH']",ECON,2,#N/A
"[3459, 0, 0]",2017,12,18,2017/2018,1,15,1,9,"['FINISH', 'JOIN', 'START']",MST,1,#N/A
"[0, 0, 2860]",2017,12,18,2017/2018,1,15,1,15,"['JOIN', 'START', 'FINISH']",MST000,0,4
"[147, 0, 0]",2017,12,18,2017/2018,1,15,1,17,"['FINISH', 'JOIN', 'START']",STAT,2,1
"[65, 0, 0]",2017,12,18,2017/2018,1,15,1,17,"['FINISH', 'START', 'JOIN']",MATH,1,1
"[0, 0, 34]",2017,12,18,2017/2018,1,15,1,17,"['START', 'JOIN', 'FINISH']",MATH,1,1
"[0, 169, 0]",2017,12,18,2017/2018,1,15,1,17,"['START', 'FINISH', 'JOIN']",MATH,1,1
"[0, 0, 37]",2017,12,18,2017/2018,1,15,1,18,"['JOIN', 'START', 'FINISH']",MATH,1,1
"[0, 0, 84]",2017,12,18,2017/2018,1,15,1,18,"['START', 'JOIN', 'FINISH']",MATH,2,1
"[2582305, 0, 0]",2017,12,18,2017/2018,1,15,1,18,"['FINISH', 'JOIN', 'START']",ACM,2,1
"[0, 0, 12907, 0, 0, 1143, 0, 12905]",2018,1,29,2017/2018,2,1,1,10,"['JOIN', 'START', 'FINISH', 'JOIN', 'JOIN', 'PAUSE', 'JOIN', 'TRANSFER']",STAT,2,2
"[1794, 11734, 11732, 0, 0]",2018,1,29,2017/2018,2,1,1,10,"['PAUSE', 'FINISH', 'TRANSFER', 'JOIN', 'START']",MATH,1,2
"[2462, 0, 0]",2018,1,29,2017/2018,2,1,1,10,"['FINISH', 'JOIN', 'START']",MATH,1,2
"[0, 0, 355]",2018,1,29,2017/2018,2,1,1,10,"['START', 'JOIN', 'FINISH']",ECON,1,2
"[0, 0, 692]",2018,1,29,2017/2018,2,1,1,11,"['JOIN', 'START', 'FINISH']",MATH,1,4
"[1017, 0, 0]",2018,1,29,2017/2018,2,1,1,11,"['FINISH', 'START', 'JOIN']",ACM,1,4
"[8833, 0, 559, 0, 0, 0, 8832]",2018,1,29,2017/2018,2,1,1,11,"['FINISH', 'JOIN', 'PAUSE', 'JOIN', 'JOIN', 'START', 'TRANSFER']",MATH,1,4
"[1769, 0, 0]",2018,1,29,2017/2018,2,1,1,11,"['FINISH', 'JOIN', 'START']",MST,2,4
"[3631, 0, 0]",2018,1,29,2017/2018,2,1,1,11,"['FINISH', 'JOIN', 'START']",MATH,1,4
"[176, 4902, 0, 0]",2018,1,29,2017/2018,2,1,1,12,"['PAUSE', 'FINISH', 'JOIN', 'START']",MST,2,4
"[390, 0, 2306, 0, 1]",2018,1,29,2017/2018,2,1,1,12,"['TRANSFER', 'JOIN', 'FINISH', 'START', 'PAUSE']",STAT,2,4
"[0, 2602, 0, 2]",2018,1,29,2017/2018,2,1,1,12,"['START', 'FINISH', 'JOIN', 'PAUSE']",STAT,2,4
"[366, 0, 0]",2018,1,29,2017/2018,2,1,1,13,"['FINISH', 'START', 'JOIN']",MST,1,3
"[0, 205, 0]",2018,1,29,2017/2018,2,1,1,13,"['START', 'PAUSE', 'JOIN']",STAT,2,3
"[288, 0, 0]",2018,1,29,2017/2018,2,1,1,13,"['FINISH', 'JOIN', 'START']",MST,1,3
"[0, 0, 867]",2018,1,29,2017/2018,2,1,1,13,"['JOIN', 'START', 'FINISH']",MST,1,3
"[0, 0, 0, 592, 952, 0, 0, 0]",2018,1,29,2017/2018,2,1,1,14,"['JOIN', 'START', 'JOIN', 'JOIN', 'FINISH', 'JOIN', 'JOIN', 'JOIN']",STAT,2,3
"[0, 0, 0, 0, 293, 0]",2018,1,29,2017/2018,2,1,1,14,"['JOIN', 'JOIN', 'JOIN', 'START', 'FINISH', 'JOIN']",STAT,2,3
"[0, 186, 0, 73, 0, 168]",2018,1,29,2017/2018,2,1,1,14,"['JOIN', 'TRANSFER', 'JOIN', 'JOIN', 'START', 'PAUSE']",PHYC,2,3
"[0, 0]",2018,1,29,2017/2018,2,1,1,14,"['JOIN', 'START']",MST,2,3
"[0, 0, 986]",2018,1,29,2017/2018,2,1,1,15,"['START', 'JOIN', 'FINISH']",PHYC,2,3
"[0, 0, 0, 384]",2018,1,29,2017/2018,2,1,1,15,"['JOIN', 'START', 'JOIN', 'FINISH']",STAT,2,3
"[179, 0, 1973, 0, 185]",2018,1,29,2017/2018,2,1,1,16,"['PAUSE', 'START', 'FINISH', 'JOIN', 'TRANSFER']",MATH,1,4
"[0, 0, 0, 2318]",2018,1,29,2017/2018,2,1,1,16,"['START', 'JOIN', 'JOIN', 'FINISH']",MST,2,4
"[2588, 0, 0]",2018,1,29,2017/2018,2,1,1,16,"['FINISH', 'START', 'JOIN']",STAT,2,4
"[0, 0, 1215]",2018,1,29,2017/2018,2,1,1,16,"['START', 'JOIN', 'FINISH']",MATH,1,4
"[2384, 0, 0]",2018,1,29,2017/2018,2,1,1,17,"['FINISH', 'START', 'JOIN']",STAT,2,1
"[0, 0, 1268]",2018,1,29,2017/2018,2,1,1,17,"['START', 'JOIN', 'FINISH']",ACM,1,1
"[778, 0, 0]",2018,1,29,2017/2018,2,1,1,18,"['FINISH', 'JOIN', 'START']",MATH,2,1
"[704, 0, 0]",2018,1,30,2017/2018,2,1,2,10,"['FINISH', 'JOIN', 'START']",MST,2,2
"[0, 0, 2274, 1058]",2018,1,30,2017/2018,2,1,2,10,"['JOIN', 'START', 'FINISH', 'PAUSE']",MATH,1,2
"[1851, 0, 0, 0]",2018,1,30,2017/2018,2,1,2,10,"['FINISH', 'JOIN', 'JOIN', 'START']",MST,2,2
"[1055, 0, 0]",2018,1,30,2017/2018,2,1,2,10,"['FINISH', 'JOIN', 'START']",MATH,1,2
"[637, 0, 4907, 0]",2018,1,30,2017/2018,2,1,2,11,"['PAUSE', 'JOIN', 'FINISH', 'START']",MST,2,2
"[0, 0, 665]",2018,1,30,2017/2018,2,1,2,11,"['JOIN', 'START', 'FINISH']",STAT,2,2
"[0, 78, 68, 0]",2018,1,30,2017/2018,2,1,2,11,"['JOIN', 'FINISH', 'LEAVE', 'START']",STAT,2,2
"[0, 839, 0, 0, 0]",2018,1,30,2017/2018,2,1,2,12,"['JOIN', 'FINISH', 'JOIN', 'START', 'JOIN']",STAT,2,3
"[1190, 856, 2524, 0, 0]",2018,1,30,2017/2018,2,1,2,12,"['PAUSE', 'PAUSE', 'FINISH', 'JOIN', 'START']",MATH,2,3
"[338, 629, 0, 0]",2018,1,30,2017/2018,2,1,2,13,"['PAUSE', 'FINISH', 'JOIN', 'START']",STAT,2,2
"[0, 5, 0, 0, 0, 0, 1261, 0, 0, 0, 0, 1197, 0]",2018,1,30,2017/2018,2,1,2,13,"['JOIN', 'PAUSE', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'FINISH', 'JOIN', 'JOIN', 'START', 'JOIN', 'PAUSE', 'JOIN']",STAT,2,2
"[0, 0, 3366]",2018,1,30,2017/2018,2,1,2,14,"['START', 'JOIN', 'FINISH']",MST,2,2
"[0, 0, 0, 674, 0]",2018,1,30,2017/2018,2,1,2,14,"['JOIN', 'JOIN', 'START', 'FINISH', 'JOIN']",STAT,2,2
"[0, 0, 1954]",2018,1,30,2017/2018,2,1,2,14,"['START', 'JOIN', 'FINISH']",STAT,1,2
"[1179, 0, 0]",2018,1,30,2017/2018,2,1,2,14,"['FINISH', 'START', 'JOIN']",STAT,2,2
"[0, 0, 2323]",2018,1,30,2017/2018,2,1,2,15,"['START', 'JOIN', 'FINISH']",MATH,2,4
"[0, 0, 516]",2018,1,30,2017/2018,2,1,2,15,"['JOIN', 'START', 'FINISH']",MST,2,4
"[0, 0, 2288]",2018,1,30,2017/2018,2,1,2,15,"['JOIN', 'START', 'FINISH']",ACM,2,4
"[389, 0, 0]",2018,1,30,2017/2018,2,1,2,16,"['FINISH', 'JOIN', 'START']",MATH,1,3
"[78, 0, 0]",2018,1,30,2017/2018,2,1,2,16,"['FINISH', 'START', 'JOIN']",STAT,2,3
"[0, 28, 0, 0]",2018,1,30,2017/2018,2,1,2,16,"['JOIN', 'FINISH', 'JOIN', 'START']",STAT,2,3
"[0, 0, 1320]",2018,1,30,2017/2018,2,1,2,17,"['START', 'JOIN', 'FINISH']",PHYC,1,1
"[402, 411, 395, 396, 0, 396, 394, 7159, 380, 8, 393, 760, 396, 1810, 409, 397, 0, 395, 394]",2018,1,31,2017/2018,2,1,3,10,"['PAUSE', 'PAUSE', 'JOIN', 'JOIN', 'START', 'JOIN', 'JOIN', 'FINISH', 'PAUSE', 'PAUSE', 'JOIN', 'TRANSFER', 'JOIN', 'PAUSE', 'JOIN', 'JOIN', 'JOIN', 'JOIN', 'JOIN']",STAT,2,3
"[0, 0, 874, 1425, 7052, 647]",2018,1,31,2017/2018,2,1,3,10,"['START', 'JOIN', 'PAUSE', 'PAUSE', 'FINISH', 'PAUSE']",MATH,1,3
"[2166, 354, 0, 0]",2018,1,31,2017/2018,2,1,3,11,"['FINISH', 'PAUSE', 'START', 'JOIN']",MATH,2,3
"[0, 1540, 0, 4864]",2018,1,31,2017/2018,2,1,3,11,"['START', 'PAUSE', 'JOIN', 'FINISH']",STAT,2,3
"[4139, 0, 0, 0, 0, 0, 359, 7131, 0]",2018,1,31,2017/2018,2,1,3,11,"['PAUSE', 'JOIN', 'JOIN', 'JOIN', 'START', 'JOIN', 'PAUSE', 'FINISH', 'JOIN']",STAT,2,3
"[649, 0, 644, 0, 0, 6645, 0, 0, 3, 0, 0]",2018,1,31,2017/2018,2,1,3,11,"['PAUSE', 'START', 'JOIN', 'JOIN', 'JOIN', 'FINISH', 'JOIN', 'JOIN', 'PAUSE', 'JOIN', 'JOIN']",STAT,2,3
"[179, 0, 0]",2018,1,31,2017/2018,2,1,3,11,"['FINISH', 'JOIN', 'START']",MATH,2,3
"[5646, 30, 0, 0, 0, 0, 490]",2018,1,31,2017/2018,2,1,3,11,"['FINISH', 'PAUSE', 'JOIN', 'JOIN', 'START', 'JOIN', 'PAUSE']",STAT,2,3
"[2207, 0, 0, 23]",2018,1,31,2017/2018,2,1,3,12,"['FINISH', 'START', 'JOIN', 'PAUSE']",STAT,2,3
"[0, 0, 1520, 83]",2018,1,31,2017/2018,2,1,3,12,"['START', 'JOIN', 'FINISH', 'PAUSE']",STAT,2,3
"[683, 1322, 0, 0]",2018,1,31,2017/2018,2,1,3,12,"['PAUSE', 'FINISH', 'START', 'JOIN']",ACM,2,3
"[3424, 566, 3412, 0, 0, 501]",2018,1,31,2017/2018,2,1,3,12,"['FINISH', 'PAUSE', 'TRANSFER', 'JOIN', 'START', 'PAUSE']",MST,2,3
"[0, 0, 1856, 158, 1864, 10193, 10276]",2018,1,31,2017/2018,2,1,3,12,"['START', 'JOIN', 'TRANSFER', 'PAUSE', 'PAUSE', 'TRANSFER', 'FINISH']",STAT,2,3
"[0, 0, 2299, 1411, 1222, 9928, 2278, 0, 9873, 1407]",2018,1,31,2017/2018,2,1,3,12,"['JOIN', 'START', 'PAUSE', 'PAUSE', 'PAUSE', 'FINISH', 'TRANSFER', 'JOIN', 'TRANSFER', 'JOIN']",MST,2,3
"[2198, 2126, 0, 0, 2422]",2018,1,31,2017/2018,2,1,3,12,"['TRANSFER', 'PAUSE', 'JOIN', 'START', 'FINISH']",STAT,2,3
"[0, 0, 56]",2018,1,31,2017/2018,2,1,3,13,"['JOIN', 'START', 'FINISH']",ECON,1,3
"[0, 0, 19]",2018,1,31,2017/2018,2,1,3,13,"['START', 'JOIN', 'FINISH']",MST,2,3
